iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,104.442276,106.22215270996094,9.622190475463867,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
1,97.69419,100.77410125732422,9.101558685302734,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
2,91.14575,95.51063537597656,8.599535942077637,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
3,85.18681,90.55939483642578,8.124155044555664,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
4,79.64461,86.0164794921875,7.692572593688965,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
5,74.286804,81.67839050292969,7.274467945098877,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
6,69.485725,77.6113510131836,6.886106014251709,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
7,65.157684,73.86722564697266,6.525974750518799,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
8,60.999382,70.38896942138672,6.186007976531982,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
9,57.21396,67.0668716430664,5.867476940155029,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
10,53.67302,63.96442794799805,5.571855068206787,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
11,50.361843,60.974239349365234,5.282205581665039,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
12,47.237995,58.097320556640625,5.007963180541992,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
13,44.382694,55.36932373046875,4.747634410858154,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
14,41.81894,52.98765563964844,4.517799377441406,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
15,39.33428,50.69987106323242,4.297053813934326,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
16,36.96907,48.36650466918945,4.071588516235352,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
17,34.861595,46.409576416015625,3.8869738578796387,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
18,32.886166,44.45188903808594,3.706759452819824,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
19,31.048933,42.604251861572266,3.531172752380371,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
20,29.299997,40.85771179199219,3.3667490482330322,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
21,27.614075,39.12932586669922,3.2095229625701904,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
22,26.077688,37.507747650146484,3.05843448638916,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
23,24.61846,36.033180236816406,2.923827648162842,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
24,23.269566,34.57261657714844,2.785616636276245,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
25,22.008196,33.21995544433594,2.658344268798828,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
26,20.81601,31.950950622558594,2.5434184074401855,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
27,19.721819,30.79019546508789,2.4370484352111816,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
28,18.662224,29.59992027282715,2.326995611190796,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
29,17.694475,28.477783203125,2.2296791076660156,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
30,16.800009,27.477039337158203,2.1364431381225586,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
31,15.914293,26.464832305908203,2.0471179485321045,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
32,15.1032295,25.647846221923828,1.9784677028656006,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
33,14.319569,24.793237686157227,1.9035496711730957,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
34,13.600509,23.982044219970703,1.8334225416183472,3,150,10,500,10,0.0,1.0,10,False,0.01,30,1500
