iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,91.90403,95.63737487792969,9.60201644897461,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
1,85.77141,90.4832763671875,9.087815284729004,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
2,79.90043,85.4766845703125,8.58877182006836,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
3,74.58414,80.735595703125,8.116186141967773,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
4,69.59706,76.52442169189453,7.695309638977051,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
5,64.949715,72.33128356933594,7.277581691741943,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
6,60.637108,68.47277069091797,6.891534805297852,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
7,56.657383,64.72290802001953,6.516007423400879,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
8,52.823765,61.2094612121582,6.16597318649292,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
9,49.427723,57.9969596862793,5.843460559844971,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
10,46.24745,55.07139587402344,5.550327301025391,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
11,43.16327,52.18168258666992,5.262154579162598,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
12,40.41726,49.443511962890625,4.989550590515137,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
13,37.807995,46.84306335449219,4.729233741760254,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
14,35.421986,44.60044860839844,4.502504348754883,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
15,33.20635,42.40109634399414,4.281651020050049,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
16,31.109173,40.24836730957031,4.066230773925781,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
17,29.161201,38.19943618774414,3.8604273796081543,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
18,27.294798,36.248451232910156,3.6637520790100098,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
19,25.616772,34.50294494628906,3.488081216812134,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
20,24.013023,32.805145263671875,3.317355155944824,3,150,10,500,10,0.0,0.1,10,False,0.01,30,1500
