iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,91.16342,95.98397827148438,9.644365310668945,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
1,85.016914,90.71331024169922,9.11950397491455,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
2,79.09469,85.73352813720703,8.623061180114746,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
3,73.84799,81.0260009765625,8.155713081359863,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
4,68.95745,76.56279754638672,7.710869312286377,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
5,64.275764,72.3863296508789,7.295370578765869,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
6,59.997303,68.5044174194336,6.907844543457031,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
7,56.01978,64.83983612060547,6.5407304763793945,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
8,52.363758,61.45058822631836,6.202231407165527,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
9,49.016323,58.172340393066406,5.874791145324707,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
10,45.81948,55.169090270996094,5.574268341064453,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
11,42.877552,52.46083068847656,5.3021650314331055,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
12,40.159554,49.80112075805664,5.034952640533447,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
13,37.570618,47.27109146118164,4.781099319458008,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
14,35.196274,44.897457122802734,4.5425825119018555,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
15,32.990482,42.61027145385742,4.312614440917969,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
16,30.881475,40.454349517822266,4.096648216247559,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
17,28.977018,38.444095611572266,3.895374059677124,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
18,27.228073,36.61505889892578,3.7112724781036377,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
19,25.539474,34.76755905151367,3.5251119136810303,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
20,23.973095,33.13658142089844,3.359713315963745,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
21,22.457426,31.612871170043945,3.2059366703033447,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
22,21.069967,30.064796447753906,3.0505566596984863,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
23,19.777569,28.643203735351562,2.905590772628784,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
24,18.557892,27.235502243041992,2.763462781906128,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
25,17.440954,25.931230545043945,2.6323609352111816,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
26,16.390406,24.756643295288086,2.513193130493164,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
27,15.411022,23.583871841430664,2.3940908908843994,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
28,14.47651,22.496246337890625,2.283393621444702,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
29,13.603546,21.416337966918945,2.1738009452819824,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
30,12.8060665,20.39118003845215,2.0696423053741455,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
31,12.029689,19.38310432434082,1.9664219617843628,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
32,11.314577,18.462854385375977,1.8725688457489014,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
33,10.6504755,17.628026962280273,1.7880611419677734,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
34,10.021906,16.804235458374023,1.7034862041473389,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
35,9.434512,16.024574279785156,1.6238617897033691,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
36,8.90448,15.30138874053955,1.550123691558838,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
37,8.401553,14.638765335083008,1.4823226928710938,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
38,7.9180956,14.003880500793457,1.4171854257583618,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
39,7.4635725,13.36055850982666,1.3507235050201416,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
40,7.050508,12.777235984802246,1.29020357131958,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
41,6.6571255,12.221624374389648,1.232955813407898,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
42,6.2833266,11.632472038269043,1.1723620891571045,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
43,5.9314117,11.111343383789062,1.1181910037994385,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
44,5.601361,10.657307624816895,1.0708900690078735,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
45,5.286535,10.172039985656738,1.0209535360336304,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
46,4.996294,9.741070747375488,0.9759733080863953,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
47,4.7257843,9.319839477539062,0.93216872215271,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
48,4.47328,8.913060188293457,0.8900850415229797,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
49,4.233214,8.521493911743164,0.8491838574409485,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
50,4.009692,8.171429634094238,0.812624454498291,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
51,3.8018522,7.829547882080078,0.7768397927284241,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
52,3.6066055,7.509598255157471,0.7430946826934814,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
53,3.4189258,7.216432571411133,0.7122934460639954,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
54,3.242354,6.902493476867676,0.6793574690818787,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
55,3.076024,6.615772247314453,0.6489253640174866,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
56,2.920913,6.392724990844727,0.6250690221786499,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
57,2.776839,6.150204658508301,0.5989593863487244,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
58,2.641892,5.878420829772949,0.5703144669532776,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
59,2.513172,5.672399520874023,0.5484107136726379,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
60,2.3940797,5.439863204956055,0.5235500931739807,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
61,2.2830276,5.242332935333252,0.5024029612541199,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
62,2.1740267,5.074810981750488,0.48446184396743774,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
63,2.073157,4.881381034851074,0.46401557326316833,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
64,1.9768299,4.708054065704346,0.445444792509079,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
65,1.8878003,4.552806854248047,0.42867621779441833,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
66,1.805069,4.3917670249938965,0.411111056804657,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
67,1.7256824,4.244436740875244,0.3951507806777954,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
68,1.6499679,4.1082963943481445,0.3802622854709625,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
69,1.5781194,3.9739527702331543,0.3656424880027771,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
70,1.5109189,3.8473565578460693,0.3518243432044983,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
71,1.4494134,3.7201507091522217,0.33802133798599243,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
72,1.3891271,3.597295045852661,0.32472699880599976,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
73,1.333624,3.490079879760742,0.31284791231155396,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
74,1.2802663,3.3805036544799805,0.30094942450523376,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
75,1.2303538,3.2775254249572754,0.2896854877471924,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
76,1.1839525,3.179863452911377,0.2789398431777954,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
77,1.1396106,3.08431077003479,0.2682783305644989,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
78,1.0991473,2.9935758113861084,0.25845158100128174,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
79,1.060011,2.928565263748169,0.2508524954319,3,150,10,500,10,0.0,0.01,10,False,0.01,30,1500
