iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.1580469980835915,0.29245835542678833,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.3512520833561818,0.3874166011810303,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.3468848693494995,0.38870835304260254,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.23384759885569414,0.413916677236557,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.15614708800179264,0.4294166564941406,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.744956594115744,0.43529170751571655,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.16893624785977104,0.4374583661556244,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.1952922336446742,0.44858333468437195,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.05657376046292484,0.4672083556652069,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.05174997433399161,0.47279173135757446,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.24444240715820342,0.4647083878517151,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.10141518106684089,0.47729170322418213,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.0268873410532251,0.4877500534057617,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.14852666548298052,0.4790833592414856,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.01209858013316989,0.49608343839645386,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.011725336158027252,0.4986250400543213,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.013010255138700208,0.4975000023841858,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.03955675436494251,0.49679169058799744,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.008759434063298007,0.5003750324249268,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.011410650215111673,0.5007500052452087,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.009975619167865565,0.5025416612625122,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007587800326291472,0.5030834078788757,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.0074248053327513235,0.503333330154419,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.007127277514276405,0.5045000910758972,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.007195765501819551,0.5037083625793457,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.006660604810652633,0.5038750767707825,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.006221735093276948,0.505333423614502,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.00620704759300376,0.5047084093093872,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.0058802260318771005,0.5040833353996277,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005572410533204675,0.5050000548362732,24,24,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
