iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.0361651877562206,0.3252083659172058,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.3396188717645903,0.4019166827201843,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.5467954268679023,0.3931250274181366,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.07339459440360467,0.46437501907348633,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.18816997949033976,0.4558749794960022,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.19588115081811944,0.46516674757003784,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.16788407842007777,0.4885416626930237,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.03023143527874102,0.5118334293365479,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.05434946851649632,0.51520836353302,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.02706775740565111,0.5212917327880859,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.04025463864672929,0.5282500982284546,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.016430051454032462,0.533875048160553,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.020004239049740136,0.5382917523384094,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.011518345214426517,0.5476667284965515,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.010630691249389201,0.5501667261123657,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.008862681783890972,0.5544583797454834,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.009564977119831989,0.5577501058578491,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.007719591842032969,0.559333324432373,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.007919347670394927,0.5630834102630615,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.007744201090342055,0.5646250247955322,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.007035053296325107,0.5640417337417603,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.006305243684134136,0.5669167637825012,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.005989065490818272,0.5693334341049194,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.00570013946465527,0.5702083110809326,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005597360936614375,0.5709583759307861,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.005388657019163172,0.5718750357627869,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.005084171619576712,0.5745416283607483,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.004955510531241695,0.5719166994094849,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.008111355768050998,0.5737084150314331,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004590199736412615,0.5747500658035278,24,4,500,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
