iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.9706309090058008,0.328083336353302,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.20876631839200854,0.4034166932106018,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.4608300509862602,0.3945416808128357,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.1399740733516713,0.43666669726371765,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.489818937300394,0.42325007915496826,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.13599327687794963,0.4699999988079071,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.1991291381418705,0.47333335876464844,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.21019078857110193,0.4892084002494812,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.07719506494080026,0.501583456993103,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.020498843824801345,0.5185000896453857,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.0722263262141496,0.5161250829696655,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.019866166170686483,0.5287500023841858,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.05632926108470807,0.5325833559036255,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.0799421420476089,0.5282917022705078,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.010963674654097607,0.5433333516120911,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.010311868565622717,0.5470001101493835,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.008581803665341189,0.5512500405311584,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.008183510741218925,0.552291750907898,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.009778169662846873,0.5554584264755249,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.006965235166717321,0.5583750009536743,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.006781226121044408,0.5601667165756226,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007040962654476364,0.5569583177566528,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.006077251823929449,0.5625,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.0058438759491158026,0.5622917413711548,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005799182632472366,0.5632084012031555,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.005683014014114936,0.5651251077651978,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.0055458779679611325,0.5662500262260437,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.005019737116526812,0.5668334364891052,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.004828950991698851,0.5669167041778564,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004750204680021852,0.5685833692550659,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
