iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,0.8979115908344587,0.3326667249202728,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.22881374213223657,0.40904173254966736,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.48883400360743207,0.39499998092651367,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.3036114440765232,0.414000004529953,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.7241038790283104,0.4346250295639038,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.052076220978051424,0.4808751046657562,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.16229926507609585,0.47320839762687683,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.1374801928177476,0.4869583547115326,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.07892018265556544,0.49925002455711365,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.06367827396995078,0.5125417709350586,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.013915169091584781,0.5234166979789734,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.07628230044307809,0.5156667232513428,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.041933723259717226,0.5275000929832458,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.012968524436776837,0.5358750224113464,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.01082044894186159,0.5400833487510681,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.07245502683023612,0.5375000238418579,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.008425789574782053,0.549208402633667,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.007786646465926121,0.5510417819023132,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.00724030666363736,0.5513750910758972,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.02069311373634264,0.5493749380111694,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.0072707635699771345,0.5559167265892029,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.00750837071488301,0.5575000643730164,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.007169297605287284,0.5594167709350586,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.005815124818279098,0.5602916479110718,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.005489950087697555,0.562208354473114,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.0056150968302972615,0.5624167919158936,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.005095571783992152,0.565458357334137,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.004945580614730716,0.5653334856033325,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.004723340253500889,0.5672916173934937,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.004562176434167971,0.5683333277702332,24,4,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
