iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local,algo_lmbd
0,1.0843774278958638,0.3112083375453949,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
1,0.3217757334932685,0.392833411693573,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
2,0.8276871947261194,0.34670835733413696,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
3,0.27162626447776955,0.4109583795070648,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
4,0.7362891236941019,0.4010416865348816,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
5,0.3531876418273896,0.4441249966621399,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
6,0.11608664831146598,0.4632917046546936,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
7,0.1379966086242348,0.4570833146572113,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
8,0.020772721618413925,0.48591679334640503,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
9,0.13022318889852613,0.4717082977294922,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
10,0.044994599845570825,0.484541654586792,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
11,0.0179188777692616,0.4945833384990692,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
12,0.013486237692025801,0.49633336067199707,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
13,0.0120300273799027,0.49366673827171326,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
14,0.01670734021657457,0.49550002813339233,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
15,0.012843101207787791,0.49779170751571655,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
16,0.14233863276119033,0.48233336210250854,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
17,0.009705803551090261,0.5004583597183228,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
18,0.0092431846812057,0.5038750767707825,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
19,0.01088801296039795,0.503166675567627,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
20,0.008266224855712304,0.5058333873748779,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
21,0.007502621233773728,0.5067083835601807,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
22,0.007334696827456355,0.5074167251586914,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
23,0.0076991958388437825,0.5062916874885559,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
24,0.006672547121221821,0.5085833668708801,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
25,0.0063009949517436326,0.5075833797454834,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
26,0.01506430065880219,0.5043750405311584,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
27,0.00587934092618525,0.5076667666435242,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
28,0.005550015931172918,0.5077917575836182,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
29,0.005430166240936766,0.5077084302902222,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10,0.1
