iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,91.124146,95.97770690917969,9.6444091796875,3,150,10,500,10,0.001,10,False,0.01,30,1500
1,84.97833,90.70719909667969,9.119577407836914,3,150,10,500,10,0.001,10,False,0.01,30,1500
2,79.058334,85.73658752441406,8.624163627624512,3,150,10,500,10,0.001,10,False,0.01,30,1500
3,73.81603,81.03075408935547,8.156929016113281,3,150,10,500,10,0.001,10,False,0.01,30,1500
4,68.92772,76.56755828857422,7.712076187133789,3,150,10,500,10,0.001,10,False,0.01,30,1500
5,64.24914,72.39279174804688,7.296692848205566,3,150,10,500,10,0.001,10,False,0.01,30,1500
6,59.97272,68.51176452636719,6.9092302322387695,3,150,10,500,10,0.001,10,False,0.01,30,1500
7,55.997524,64.84809875488281,6.542185306549072,3,150,10,500,10,0.001,10,False,0.01,30,1500
8,52.343426,61.45967102050781,6.203726768493652,3,150,10,500,10,0.001,10,False,0.01,30,1500
9,48.99883,58.182769775390625,5.876383304595947,3,150,10,500,10,0.001,10,False,0.01,30,1500
10,45.803127,55.17992401123047,5.575866222381592,3,150,10,500,10,0.001,10,False,0.01,30,1500
11,42.863182,52.472965240478516,5.3038740158081055,3,150,10,500,10,0.001,10,False,0.01,30,1500
12,40.14736,49.814579010009766,5.0367279052734375,3,150,10,500,10,0.001,10,False,0.01,30,1500
13,37.560963,47.28575134277344,4.782941818237305,3,150,10,500,10,0.001,10,False,0.01,30,1500
14,35.187347,44.912479400634766,4.544388294219971,3,150,10,500,10,0.001,10,False,0.01,30,1500
15,32.98388,42.633628845214844,4.315192699432373,3,150,10,500,10,0.001,10,False,0.01,30,1500
16,30.876106,40.484458923339844,4.099966526031494,3,150,10,500,10,0.001,10,False,0.01,30,1500
17,28.970749,38.47114944458008,3.8983724117279053,3,150,10,500,10,0.001,10,False,0.01,30,1500
18,27.221468,36.657508850097656,3.7156755924224854,3,150,10,500,10,0.001,10,False,0.01,30,1500
19,25.53144,34.79755783081055,3.5282979011535645,3,150,10,500,10,0.001,10,False,0.01,30,1500
20,23.9655,33.16526794433594,3.3626763820648193,3,150,10,500,10,0.001,10,False,0.01,30,1500
21,22.449186,31.63579750061035,3.2083096504211426,3,150,10,500,10,0.001,10,False,0.01,30,1500
22,21.061472,30.09067726135254,3.0533459186553955,3,150,10,500,10,0.001,10,False,0.01,30,1500
23,19.770926,28.68213653564453,2.9100208282470703,3,150,10,500,10,0.001,10,False,0.01,30,1500
24,18.553526,27.267024993896484,2.7673511505126953,3,150,10,500,10,0.001,10,False,0.01,30,1500
25,17.43764,25.961780548095703,2.6360762119293213,3,150,10,500,10,0.001,10,False,0.01,30,1500
26,16.38654,24.78199005126953,2.5162529945373535,3,150,10,500,10,0.001,10,False,0.01,30,1500
27,15.407825,23.61232566833496,2.397252082824707,3,150,10,500,10,0.001,10,False,0.01,30,1500
28,14.473387,22.521169662475586,2.286036968231201,3,150,10,500,10,0.001,10,False,0.01,30,1500
29,13.600783,21.437480926513672,2.176133155822754,3,150,10,500,10,0.001,10,False,0.01,30,1500
30,12.803702,20.410552978515625,2.07190203666687,3,150,10,500,10,0.001,10,False,0.01,30,1500
31,12.02803,19.41119956970215,1.9696660041809082,3,150,10,500,10,0.001,10,False,0.01,30,1500
32,11.312444,18.496490478515625,1.876252293586731,3,150,10,500,10,0.001,10,False,0.01,30,1500
33,10.649219,17.65315818786621,1.790724515914917,3,150,10,500,10,0.001,10,False,0.01,30,1500
34,10.020929,16.81454086303711,1.7045795917510986,3,150,10,500,10,0.001,10,False,0.01,30,1500
35,9.433339,16.03940773010254,1.6252042055130005,3,150,10,500,10,0.001,10,False,0.01,30,1500
36,8.903502,15.320734024047852,1.5518280267715454,3,150,10,500,10,0.001,10,False,0.01,30,1500
37,8.401447,14.657417297363281,1.4839588403701782,3,150,10,500,10,0.001,10,False,0.01,30,1500
38,7.9183326,14.015159606933594,1.4183708429336548,3,150,10,500,10,0.001,10,False,0.01,30,1500
39,7.4645066,13.37144947052002,1.3518602848052979,3,150,10,500,10,0.001,10,False,0.01,30,1500
40,7.051668,12.799554824829102,1.2925961017608643,3,150,10,500,10,0.001,10,False,0.01,30,1500
41,6.659448,12.22152328491211,1.2331929206848145,3,150,10,500,10,0.001,10,False,0.01,30,1500
42,6.285383,11.63452434539795,1.1729040145874023,3,150,10,500,10,0.001,10,False,0.01,30,1500
