iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.202512800693512,0.18247298896312714,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
1,1.684382438659668,0.38735494017601013,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
2,1.36795778075854,0.47809121012687683,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
3,1.2131690482298534,0.5103040933609009,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
4,1.0502593666315079,0.5499200224876404,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
5,0.9390462090571722,0.5697280168533325,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
6,0.8451631913582484,0.5750300288200378,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
7,0.7473743408918381,0.5915366411209106,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
8,0.6862530261278152,0.5982393026351929,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
9,0.6038090835014979,0.6070428490638733,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
10,0.5588934843738874,0.6106442213058472,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
11,0.5011098384857178,0.6112444400787354,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
12,0.45831139385700226,0.6189475059509277,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
13,0.40563807139794034,0.6238495707511902,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
14,0.37218623608350754,0.6243497729301453,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
15,0.32922634730736416,0.6301521062850952,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
16,0.29964567472537357,0.629051685333252,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
17,0.26775533333420753,0.6315525770187378,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
18,0.24211089313030243,0.6290516257286072,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
19,0.2141787794729074,0.6317527294158936,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
20,0.18988542010386786,0.6347538828849792,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
21,0.17174976567427316,0.6344537734985352,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
22,0.14894120581448078,0.6354541778564453,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
23,0.13260435747603574,0.6363545656204224,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
24,0.12155981237689654,0.6344537734985352,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
25,0.10667885653674603,0.6367547512054443,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
26,0.09473494254052639,0.634353756904602,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
27,0.08504852745682001,0.6382553577423096,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
28,0.07536691147834063,0.639255702495575,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
29,0.0681057758629322,0.638455331325531,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
30,0.060807221879561744,0.6387555003166199,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
31,0.054098278284072876,0.6385554075241089,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
32,0.048896306194365025,0.6377550363540649,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
33,0.0445252467567722,0.640356183052063,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
34,0.04111421853303909,0.6415566205978394,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
35,0.037728178314864635,0.6405562162399292,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
36,0.03579891286790371,0.6389555335044861,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
37,0.03234776916603247,0.6396558880805969,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
38,0.029950254131108522,0.6384553909301758,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
39,0.028223099342236917,0.6393557786941528,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
40,0.026223492653419573,0.6400560140609741,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
41,0.024938253530611593,0.6402561068534851,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
42,0.023026679487278063,0.6398559808731079,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
43,0.022064438012118142,0.6393556594848633,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
44,0.020712239822993677,0.6404561996459961,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
45,0.019335210245723527,0.6393557786941528,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
46,0.018300089131419856,0.6398559808731079,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
47,0.01746419002301991,0.6414565443992615,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
48,0.01659636595286429,0.6402561068534851,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
49,0.016074588677535456,0.6416566371917725,12,1,0,"(3, 32, 32)",10,0.05,0.98,11,50,5
