iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3012020885944366,0.1000400111079216,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
1,2.2735110421975455,0.11744698882102966,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
2,2.243450343608856,0.1371048390865326,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
3,2.0963111370801926,0.20183072984218597,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
4,1.9436054527759552,0.25880351662635803,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
5,1.782655581831932,0.3317326605319977,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
6,1.7645549724499385,0.3254301846027374,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
7,1.6741994271675746,0.35194075107574463,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
8,1.6233276426792145,0.36794719099998474,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
9,1.571559578180313,0.3743497133255005,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
10,1.501426175236702,0.3887554407119751,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
11,1.4764720499515533,0.39445778727531433,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
12,1.4349274883667629,0.3988095223903656,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
13,1.3900545239448547,0.4078131318092346,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
14,1.3394983857870102,0.4202180504798889,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
15,1.3062004844347637,0.4205182194709778,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
16,1.2900977085034053,0.4163665473461151,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
17,1.2551718403895695,0.42436978220939636,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
18,1.2194288074970245,0.42717087268829346,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
19,1.1857583100597064,0.43257302045822144,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
20,1.1792226980129878,0.4321228265762329,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
21,1.1355719044804573,0.4391256272792816,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
22,1.1325317521890004,0.4353741407394409,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
23,1.0916235024730365,0.4395257830619812,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
24,1.0525147492686908,0.4427770972251892,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
25,1.029125380019347,0.4434274137020111,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
26,1.0055404181281726,0.4446278214454651,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
27,0.9791209275523821,0.44502803683280945,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
28,0.9561657185355822,0.45048022270202637,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
29,0.9358318671584129,0.4482293128967285,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
30,0.9105780199170113,0.45048022270202637,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
31,0.8873607739806175,0.4514806270599365,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
32,0.8617617686589559,0.45718294382095337,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
33,0.8364337558547655,0.456582635641098,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
34,0.8132380296786627,0.45438170433044434,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
35,0.8033234973748525,0.45223090052604675,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
36,0.7667748580376307,0.4561324715614319,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
37,0.7526450579365095,0.4591836929321289,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
38,0.7313199688990911,0.4588335156440735,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
39,0.7091546381513277,0.4594838321208954,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
40,0.6995842531323433,0.45933371782302856,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
41,0.6744781707723936,0.4596838653087616,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
42,0.6503344674905142,0.4637354612350464,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
43,0.6298018768429756,0.4639855623245239,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
44,0.6161219378312429,0.4633352756500244,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
45,0.6057738463083903,0.4661864638328552,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
46,0.587697122246027,0.4636354148387909,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
47,0.5688724468151728,0.46513602137565613,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
48,0.5500856737295786,0.4684373736381531,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
49,0.5398142722745737,0.46713680028915405,24,2,100,1000,3,"(3, 32, 32)",10,0.05,0.98,23,50,10
