iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.289207696914673,0.12955182790756226,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
1,2.007433384656906,0.2782112956047058,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
2,1.7061676184336345,0.36634647846221924,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
3,1.4574126601219177,0.4537815451622009,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
4,1.3084327578544617,0.48709481954574585,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
5,1.1492309669653575,0.5188075304031372,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
6,1.0933843851089478,0.523209273815155,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
7,0.9977176239093145,0.5393157601356506,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
8,0.9015688796838125,0.5553221702575684,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
9,0.9147343784570694,0.5614246129989624,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
10,0.7681067039569219,0.5768307447433472,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
11,0.6966055184602737,0.5862345099449158,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
12,0.6436527619759241,0.58753502368927,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
13,0.5948680490255356,0.5956382751464844,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
14,0.5643041084210078,0.5933372974395752,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
15,0.513636921842893,0.6006401777267456,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
16,0.46489326159159344,0.6073428988456726,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
17,0.42610107362270355,0.6096438765525818,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
18,0.4185984904567401,0.60444176197052,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
19,0.3690184677640597,0.6116446256637573,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
20,0.33221135040124256,0.6170467734336853,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
21,0.2991018394629161,0.6140456199645996,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
22,0.2726329689224561,0.6143457889556885,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
23,0.24927296489477158,0.6145457625389099,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
24,0.23095867286125818,0.6164465546607971,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
25,0.20551287134488425,0.6200480461120605,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
26,0.18817178532481194,0.6201480627059937,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
27,0.17130022123456,0.6186474561691284,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
28,0.1565272149940332,0.6166466474533081,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
29,0.1379588736842076,0.6189475655555725,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
30,0.12435021499792735,0.6225490570068359,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
31,0.11433466213444869,0.6228491067886353,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
32,0.10068787882725398,0.6225489377975464,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
33,0.0906653106212616,0.6239495873451233,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
34,0.08229856162021558,0.621748685836792,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
35,0.07468013217051823,0.6215486526489258,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
36,0.06591090839356184,0.6218488216400146,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
37,0.059737926349043846,0.6235494017601013,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
38,0.05347931229819854,0.6216486692428589,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
39,0.04890252277255058,0.6216486692428589,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
40,0.04475619209309419,0.6224489808082581,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
41,0.040536520847429834,0.6236494779586792,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
42,0.037398211347560086,0.6233494281768799,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
43,0.03595414121324817,0.6241496801376343,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
44,0.032039185209820666,0.6258503198623657,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
45,0.030237750615924597,0.6229491829872131,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
46,0.02751160568247239,0.6237494945526123,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
47,0.025723727730413277,0.6241496801376343,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
48,0.024454538244754076,0.6237494945526123,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
49,0.022811209472517174,0.6241496801376343,12,1,2,"(3, 32, 32)",10,0.07,0.98,11,50,5
