iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.2728986144065857,0.14616668224334717,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
1,1.9593042234579723,0.2645000219345093,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
2,1.72052796681722,0.35841667652130127,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
3,1.5817623635133107,0.41016674041748047,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
4,1.470791906118393,0.413666695356369,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
5,1.34295857946078,0.4398333430290222,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
6,1.1583895981311798,0.4768333435058594,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
7,1.1284040957689285,0.4702499806880951,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
8,1.0222467134396236,0.4856667220592499,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
9,0.9319511304299036,0.4999999701976776,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
10,0.8491702874501547,0.5152500867843628,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
11,0.800066868464152,0.5130833387374878,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
12,0.7373603731393814,0.5175000429153442,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
13,0.653505822022756,0.5326666831970215,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
14,0.6050416082143784,0.5395834445953369,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
15,0.5671331236759821,0.536750078201294,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
16,0.5416177635391554,0.5371667146682739,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
17,0.5001416653394699,0.5410000085830688,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
18,0.46262027323246,0.5386666655540466,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
19,0.42024369537830353,0.5390834212303162,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
20,0.3838991696635882,0.546083390712738,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
21,0.3589750404159228,0.5452500581741333,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
22,0.33078805978099507,0.5457500219345093,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
23,0.3049292638897896,0.545750081539154,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
24,0.27898385872443515,0.5465834140777588,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
25,0.2541764701406161,0.5460833311080933,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
26,0.2353287748992443,0.5476667284965515,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
27,0.21537541349728903,0.546583354473114,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
28,0.1956522949039936,0.5499167442321777,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
29,0.17656736075878143,0.5511667132377625,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
30,0.16033918100098768,0.5505834221839905,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
31,0.15178780568142733,0.5433333516120911,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
32,0.13112763067086539,0.5499166250228882,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
33,0.1329232199738423,0.5533334016799927,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
34,0.12215190194547176,0.5499999523162842,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
35,0.10885809734463692,0.5499167442321777,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
36,0.09824925288558006,0.5501667261123657,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
37,0.08998904625574748,0.5512501001358032,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
38,0.08222688920795918,0.5510000586509705,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
39,0.07630041645218928,0.5521667003631592,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
40,0.07226564393689235,0.5541667342185974,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
41,0.06495889617751043,0.5546667575836182,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
42,0.06132394292702278,0.5551666617393494,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
43,0.057253475611408554,0.5537500381469727,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
44,0.052473180616895355,0.5543333292007446,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
45,0.04996718807766835,0.5559167265892029,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
46,0.04761144099757075,0.5536667108535767,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
47,0.044679490849375725,0.5530833601951599,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
48,0.04113254634042581,0.5549166798591614,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
49,0.03933062807967266,0.5555833578109741,12,2,4,"(3, 32, 32)",10,0.06,0.98,11,50,5
