iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_val,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.3026766876379647,0.09925000369548798,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
1,2.3051354587078094,0.10100000351667404,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
2,2.2694583336512246,0.13758334517478943,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
3,2.112845624486605,0.22037503123283386,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
4,1.9866230885187786,0.24358335137367249,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
5,1.9123209714889526,0.25829166173934937,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
6,1.7909689446290333,0.32375001907348633,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
7,1.7625996470451355,0.31795835494995117,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
8,1.6845984409252803,0.3489583730697632,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
9,1.6741693218549092,0.34454166889190674,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
10,1.6171424637238185,0.3576667010784149,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
11,1.6381642669439316,0.3470833897590637,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
12,1.5356771647930145,0.377458393573761,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
13,1.5017817715803783,0.38195836544036865,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
14,1.4897679289182026,0.37779170274734497,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
15,1.4555508544047673,0.3827500343322754,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
16,1.4168364107608795,0.3854583501815796,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
17,1.4032199382781982,0.38758331537246704,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
18,1.359687050183614,0.3945000171661377,24,3,100,1000,6,"(3, 32, 32)",10,0.05,0.98,23,50,10
