iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.2713608344395957,0.1534166932106018,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
1,1.9451528191566467,0.29350003600120544,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
2,1.799449513355891,0.34708333015441895,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
3,1.6565123697121937,0.37033337354660034,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
4,1.58043771982193,0.37975001335144043,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
5,1.5198273758093517,0.38108333945274353,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
6,1.461829016606013,0.38183340430259705,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
7,1.322678844134013,0.41025006771087646,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
8,1.2103605369726818,0.4205000102519989,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
9,1.171794722477595,0.4283333420753479,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
10,1.0642941743135452,0.4311666488647461,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
11,1.1102141241232555,0.4234166741371155,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
12,0.9216062674919764,0.44600003957748413,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
13,0.8798270424207052,0.4460833966732025,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
14,0.7974767287572225,0.45333337783813477,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
15,0.7834404706954956,0.452583372592926,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
16,0.7470801075299581,0.44749999046325684,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
17,0.633478507399559,0.4674166440963745,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
18,0.6162276938557625,0.46241670846939087,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
19,0.5794872914751371,0.4675000309944153,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
20,0.5412231907248497,0.4661666750907898,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
21,0.5212607209881147,0.47191664576530457,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
22,0.45930759608745575,0.47016677260398865,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
23,0.44071031858523685,0.46775004267692566,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
24,0.38109839459260303,0.47533339262008667,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
25,0.37552302082379657,0.46833333373069763,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
26,0.3379295642177264,0.47533339262008667,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
27,0.30351367096106213,0.4765000343322754,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
28,0.27827942619721097,0.4765000343322754,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
29,0.26751189803083736,0.476333349943161,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
30,0.24066252137223879,0.4770834147930145,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
31,0.2179092193643252,0.4789167046546936,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
32,0.20380407199263573,0.47708332538604736,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
33,0.18390783915917078,0.47724997997283936,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
34,0.16692139208316803,0.47966668009757996,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
35,0.16245966653029123,0.47725003957748413,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
36,0.15359561269481978,0.47425001859664917,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
37,0.1391246027002732,0.47425001859664917,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
38,0.12452403952678044,0.47541671991348267,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
39,0.11482057099541028,0.47716671228408813,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
40,0.10578495698670547,0.47691673040390015,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
41,0.09723206982016563,0.4772500693798065,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
42,0.09095071287204821,0.4762500524520874,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
43,0.08476158821334441,0.47591668367385864,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
44,0.07888689419875543,0.47450006008148193,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
45,0.07159227753678958,0.4777500331401825,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
46,0.06781619321554899,0.47699999809265137,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
47,0.06416686500112216,0.4775833487510681,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
48,0.05915749600778023,0.47816669940948486,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
49,0.055116018590827785,0.47716671228408813,12,4,10,"(3, 32, 32)",10,0.06,0.98,11,50,5
