iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,2.264757672945658,0.16058334708213806,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
1,2.0170532961686454,0.268250048160553,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
2,1.8605815867582958,0.3200833797454834,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
3,1.8078576525052388,0.3406667113304138,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
4,1.6585148572921753,0.3698333501815796,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
5,1.539147178332011,0.3867500424385071,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
6,1.4715612630049388,0.3878333568572998,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
7,1.3490004738171895,0.4049166440963745,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
8,1.29246120651563,0.4032500684261322,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
9,1.1744317809740703,0.4176667332649231,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
10,1.1097888350486755,0.4191667437553406,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
11,1.1055152118206024,0.42116671800613403,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
12,0.9402155727148056,0.43416672945022583,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
13,0.8903594315052032,0.44333335757255554,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
14,0.8586223026116689,0.4363333582878113,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
15,0.7445140133301417,0.4473333954811096,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
16,0.7220222055912018,0.45058339834213257,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
17,0.6691457579533259,0.4491667151451111,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
18,0.6512473175923029,0.44941672682762146,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
19,0.5806409567594528,0.45591670274734497,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
20,0.5343219190835953,0.46000000834465027,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
21,0.4962466284632683,0.45891672372817993,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
22,0.464690200984478,0.4554166793823242,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
23,0.4262431586782138,0.46250003576278687,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
24,0.39086594184239704,0.45891666412353516,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
25,0.36194267868995667,0.46041667461395264,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
26,0.3376574019591014,0.4620833396911621,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
27,0.3086671605706215,0.4624999761581421,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
28,0.2897287594775359,0.4620000123977661,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
29,0.2596194346745809,0.4623333811759949,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
30,0.24210896467169127,0.46350008249282837,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
31,0.22147511939207712,0.46141669154167175,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
32,0.20207613706588745,0.4665833115577698,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
33,0.18467295914888382,0.4652499556541443,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
34,0.16951192046205202,0.46650010347366333,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
35,0.15582434833049774,0.46666669845581055,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
36,0.14174807692567507,0.4645833671092987,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
37,0.1300639702628056,0.46658334136009216,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
38,0.12439723002413909,0.46275004744529724,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
39,0.1123401162525018,0.4634166657924652,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
40,0.10510492573181789,0.4633333683013916,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
41,0.09775912389159203,0.4647500514984131,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
42,0.09351412455240886,0.4634166657924652,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
43,0.08285393007099628,0.4659167230129242,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
44,0.07785438528905313,0.46183332800865173,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
45,0.07082371413707733,0.4662500023841858,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
46,0.0638033493111531,0.4675000309944153,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
47,0.06183668846885363,0.46541672945022583,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
48,0.056532153859734535,0.46533334255218506,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
49,0.05236639672269424,0.4667500853538513,12,4,11,"(3, 32, 32)",10,0.07,0.98,11,50,5
