iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.220939109722773,0.13245834410190582,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8212030678987503,0.27537500858306885,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.705924277504285,0.28829169273376465,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.519255464275678,0.32362502813339233,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4745269566774368,0.32375001907348633,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3551902770996094,0.33504170179367065,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2772703443964322,0.3412083387374878,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.168578214943409,0.35116666555404663,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1095546384652455,0.3527917265892029,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0498533695936203,0.3490417003631592,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9868952681620916,0.3565416932106018,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.935620442032814,0.3564166724681854,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.8644426837563515,0.36254167556762695,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8437501812974612,0.3578750491142273,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.7778591364622116,0.36220836639404297,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7177941513558229,0.3655000627040863,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.6801508963108063,0.3655833899974823,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.64023806899786,0.3696666657924652,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.5993778929114342,0.36866670846939087,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5811008761326472,0.3696250319480896,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.533640943467617,0.3710833489894867,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.49693432326118153,0.37254172563552856,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.4735836423933506,0.3725000023841858,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.44618189086516696,0.3732917010784149,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.41792453452944756,0.374958336353302,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.40418218697110814,0.37554168701171875,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.3661055813233058,0.37408336997032166,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3616547317554553,0.3722916543483734,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.32238103076815605,0.37550005316734314,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.3070566076785326,0.3764999806880951,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
