iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.2285724878311157,0.17612504959106445,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8225068897008896,0.2787916958332062,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7063072522481282,0.2902917265892029,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5404050747553508,0.32095837593078613,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4613983482122421,0.31991666555404663,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4246082256237667,0.31587499380111694,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2800829634070396,0.3333333432674408,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2425584892431896,0.3315833806991577,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1499116917451222,0.3346250057220459,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0931782896320026,0.3393333852291107,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.03844752907753,0.3332917094230652,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9970196709036827,0.3321667015552521,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9316844070951144,0.33916664123535156,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8708653549353281,0.34054169058799744,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8368958532810211,0.3407500386238098,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7975213378667831,0.34191668033599854,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7415037229657173,0.3418334126472473,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.6942818102737268,0.34266671538352966,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6776149322589239,0.34300002455711365,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.623077475776275,0.34279167652130127,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.598489715407292,0.343666672706604,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5531781079868475,0.34137505292892456,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5158168114721775,0.3453333377838135,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.49904827401041985,0.34529170393943787,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.46326372896631557,0.34425005316734314,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.43364740783969563,0.3448333442211151,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.4298365463813146,0.3451250195503235,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3870727978646755,0.34537503123283386,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.3682971416662137,0.3460000455379486,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.3479732275009155,0.3437083661556244,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.03,0.99,30,10
