iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.8718220740556717,0.357271671295166,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.4350269188483555,0.4540265202522278,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.2755011071761448,0.48607775568962097,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.1524599691232045,0.5134215354919434,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.063900242249171,0.5306491255760193,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.0033880000313122,0.536959171295166,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
6,0.9323216925064722,0.5461739301681519,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
7,0.868495486676693,0.550480842590332,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
8,0.8259062270323435,0.557091474533081,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.7762900913755099,0.5610978007316589,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.720634696384271,0.566105842590332,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.6926113093892733,0.5686098337173462,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.6412036145726839,0.5745192766189575,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.6054720717171828,0.5786257982254028,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.5655891957382361,0.5816306471824646,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.529932301491499,0.5840345025062561,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.49814963216582936,0.5847356915473938,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.4637099926670392,0.5908454060554504,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.44806902607282,0.584735631942749,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.42259389782945317,0.5916467308998108,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.38681667173902196,0.5943509936332703,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.37511244664589566,0.5923477411270142,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.34042609855532646,0.5968550443649292,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.3232828136533499,0.5998597145080566,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.30217145135005313,0.6013622879981995,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.2811701049407323,0.6030648946762085,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.27110046831270057,0.5999600291252136,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.2489418505380551,0.6038663387298584,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.23778452600042024,0.6037660837173462,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.21503794255355993,0.6061699390411377,24,1,200,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
