iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.2499619921048484,0.1927083432674408,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
1,2.0117874145507812,0.2394583523273468,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.911805937687556,0.25341668725013733,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.8035905907551448,0.29645833373069763,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.6907274574041367,0.32258331775665283,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.6437688171863556,0.31945833563804626,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.5374156385660172,0.33899998664855957,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.4292586346467335,0.34916672110557556,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.3574023395776749,0.3491250276565552,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.286369855205218,0.34829169511795044,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.2231324389576912,0.3537917137145996,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.1876938045024872,0.3479583263397217,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0924722701311111,0.3567917048931122,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0539301459987958,0.3523750305175781,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.007867159942786,0.3526250720024109,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9671900967756907,0.3447916507720947,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8856876268982887,0.3565416932106018,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8515462304155031,0.35854166746139526,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.811819093922774,0.35604166984558105,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7770472690463066,0.3525416851043701,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7227052003145218,0.3547500967979431,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6805058407286803,0.361500084400177,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6379497113327185,0.36091670393943787,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6041914733747641,0.36120837926864624,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5654442446927229,0.3649166524410248,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5355750905970732,0.36100003123283386,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.522002562880516,0.35745832324028015,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.4840884581208229,0.3590000569820404,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.45212552944819134,0.35879167914390564,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.44123779485623044,0.35866665840148926,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.03,0.99,30,10
