iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.08697901169459,0.24054168164730072,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.8712244828542073,0.2892500162124634,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.722014307975769,0.3290000557899475,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.7468325446049373,0.31283333897590637,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.578468178709348,0.3446667194366455,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.454921727379163,0.3634999990463257,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3863817403713863,0.37150001525878906,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3181203752756119,0.377458393573761,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2945929268995922,0.3723750114440918,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2147226730982463,0.3785833716392517,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1524073878924053,0.382916659116745,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0864720692237217,0.3852083384990692,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.032298890252908,0.3853333592414856,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9889497756958008,0.38541674613952637,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9482293849190077,0.3881666660308838,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8886838282148043,0.3890833556652069,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8398616189757983,0.3945833444595337,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8063063199321429,0.392833411693573,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7742991919318835,0.3947083652019501,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7425468315680822,0.39350005984306335,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.6994111922880014,0.3944166898727417,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6611925053099791,0.39641672372817993,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6213677935302258,0.3973333537578583,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6071002781391144,0.3962500989437103,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5632855718334516,0.398041695356369,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5368556876977285,0.39766666293144226,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5129269411166509,0.398458331823349,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.4900091489156087,0.3997083902359009,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.47130000467101735,0.4008333086967468,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4413001860181491,0.40020835399627686,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.03,0.99,30,10
