iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.076648026704788,0.26362499594688416,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7178383668263753,0.3459166884422302,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6040998895963032,0.3577083945274353,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.492859383424123,0.37670832872390747,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4091235746939976,0.3855416774749756,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3290735731522243,0.39537498354911804,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2391783247391384,0.4074166715145111,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2110204150279362,0.40412503480911255,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1049540663758914,0.4168750047683716,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0550177718202274,0.4132084250450134,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9792738904555639,0.4230833947658539,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9368845596909523,0.4266667366027832,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.885379801193873,0.4265833795070648,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8390153273940086,0.4287083148956299,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8110941822330157,0.4336250424385071,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7503075276811918,0.43387505412101746,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7114983598391215,0.4375416934490204,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.6848894183834394,0.44191670417785645,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6308122078577677,0.4428750276565552,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5948103653887907,0.4455000162124634,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.5695147402584553,0.4437499940395355,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5360242103536924,0.44749999046325684,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5047885775566101,0.44866663217544556,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.4816800927122434,0.44704169034957886,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.44828669478495914,0.44933339953422546,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.42362508177757263,0.45104169845581055,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.3977811572452386,0.453291654586792,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.38807035734256107,0.4542499780654907,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.35245561599731445,0.45520836114883423,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.34155209362506866,0.4542083740234375,24,4,200,1000,0.0,6,"(3, 32, 32)",10,0.03,0.99,30,10
