iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,model_n_features,model_bias,algo_lrate,algo_S,algo_R
0,4.0552716,4.16717004776001,2.0478873252868652,2,100,10,500,2,0,2,False,0.03,20,1500
1,3.3608832,3.337189197540283,1.6746996641159058,2,100,10,500,2,0,2,False,0.03,20,1500
2,2.7930787,2.6861374378204346,1.3692408800125122,2,100,10,500,2,0,2,False,0.03,20,1500
3,2.3272643,2.166167974472046,1.1112476587295532,2,100,10,500,2,0,2,False,0.03,20,1500
4,1.9641817,1.7707805633544922,0.9050927758216858,2,100,10,500,2,0,2,False,0.03,20,1500
5,1.6726075,1.468030571937561,0.7363587021827698,2,100,10,500,2,0,2,False,0.03,20,1500
6,1.4420068,1.2306981086730957,0.604402482509613,2,100,10,500,2,0,2,False,0.03,20,1500
7,1.2582973,1.0571421384811401,0.49403294920921326,2,100,10,500,2,0,2,False,0.03,20,1500
8,1.1141073,0.9290637969970703,0.4107475280761719,2,100,10,500,2,0,2,False,0.03,20,1500
9,0.99990606,0.832833468914032,0.34558504819869995,2,100,10,500,2,0,2,False,0.03,20,1500
10,0.9046946,0.754235565662384,0.2886972427368164,2,100,10,500,2,0,2,False,0.03,20,1500
11,0.83161104,0.697311520576477,0.2461811900138855,2,100,10,500,2,0,2,False,0.03,20,1500
12,0.768101,0.6504281759262085,0.208770290017128,2,100,10,500,2,0,2,False,0.03,20,1500
13,0.71857256,0.6126381754875183,0.17808426916599274,2,100,10,500,2,0,2,False,0.03,20,1500
14,0.6782226,0.5872911214828491,0.15366919338703156,2,100,10,500,2,0,2,False,0.03,20,1500
15,0.6418768,0.5629730820655823,0.13510756194591522,2,100,10,500,2,0,2,False,0.03,20,1500
16,0.612974,0.5401877760887146,0.12148341536521912,2,100,10,500,2,0,2,False,0.03,20,1500
17,0.5887003,0.5247452855110168,0.11143038421869278,2,100,10,500,2,0,2,False,0.03,20,1500
18,0.5662604,0.5101744532585144,0.10241695493459702,2,100,10,500,2,0,2,False,0.03,20,1500
19,0.5484349,0.4974343478679657,0.09585289657115936,2,100,10,500,2,0,2,False,0.03,20,1500
