iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.8247542530298233,0.3135417103767395,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
1,1.7173689156770706,0.34183335304260254,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
2,1.6730505128701527,0.35737499594688416,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
3,1.5839564899603527,0.37833333015441895,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
4,1.5438776264588039,0.3846667408943176,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
5,1.4315563142299652,0.40016672015190125,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
6,1.4728340407212575,0.3946666717529297,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
7,1.3828179637591045,0.4049167037010193,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
8,1.3205973307291667,0.4113750159740448,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
9,1.292711580793063,0.4127916991710663,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
10,1.2110163221756618,0.4232916831970215,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
11,1.1693568999568622,0.4259999990463257,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
12,1.1291994750499725,0.42641663551330566,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
13,1.0899278124173482,0.43112504482269287,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
14,1.043582630654176,0.4361667037010193,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
15,1.0116526186466217,0.43779170513153076,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
16,0.9836425657073656,0.4343750476837158,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
17,0.9443677092591921,0.43708333373069763,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
18,0.9042248552044233,0.44308340549468994,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
19,0.8875216220815977,0.44200000166893005,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
20,0.8770802542567253,0.440166711807251,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
21,0.8245766336719195,0.44624996185302734,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
22,0.7977562074859937,0.44720837473869324,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
23,0.7782196626067162,0.44795840978622437,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
24,0.76275385171175,0.44804173707962036,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
25,0.7265069956580797,0.4494166970252991,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
26,0.7068317184845606,0.4485000967979431,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
27,0.68183450649182,0.45083338022232056,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
28,0.6633215670784315,0.4519166946411133,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
29,0.6460203528404236,0.44950002431869507,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,30,10
