iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9988488405942917,0.27383336424827576,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7378594676653545,0.3422083556652069,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6568242311477661,0.3659583032131195,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6345128118991852,0.37312501668930054,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5755785256624222,0.38075000047683716,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4794033815463383,0.3925417363643646,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.4007712602615356,0.40920835733413696,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3725424458583195,0.40633338689804077,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2946173051993053,0.41983336210250854,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2351855387290318,0.42104166746139526,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1997747073570888,0.4181249737739563,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.124343790113926,0.4309166669845581,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0707643255591393,0.4346250295639038,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0306044618288677,0.4361667037010193,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.019573949277401,0.4309167265892029,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9693214073777199,0.4360833168029785,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.944374126692613,0.4389583468437195,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8919397865732511,0.4431666135787964,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8566056489944458,0.44479167461395264,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8363978043198586,0.4471249580383301,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7838679080208143,0.4481249749660492,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7551557297507921,0.44975006580352783,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7357629761099815,0.4491250216960907,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.7102169593175253,0.4488750100135803,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6807107428709666,0.4537500739097595,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6607464378078779,0.45225000381469727,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6306774268547694,0.4507083594799042,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.6093825226028761,0.4515833854675293,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5752379385133585,0.452875018119812,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.555064228673776,0.45370835065841675,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
