iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9352525770664215,0.28195834159851074,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6807693640391033,0.3629584014415741,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6335084239641826,0.36791670322418213,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.4687845359245937,0.414333313703537,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.3541204531987507,0.4397500455379486,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.2915051480134327,0.4481666684150696,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2004584968090057,0.46641677618026733,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.1188365643223126,0.4774584174156189,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.0617780610918999,0.487125039100647,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0123105471332867,0.4921666979789734,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9612124115228653,0.49808329343795776,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.948277031381925,0.49654170870780945,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.8850534533460935,0.5027917623519897,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.852893258134524,0.5032917261123657,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.80724186450243,0.5100834369659424,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7819311593969663,0.5098333358764648,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7346272220214208,0.5125001072883606,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.7198261991143227,0.512624979019165,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6871635566155115,0.5142500400543213,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6563733716805776,0.5140417814254761,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.6315297012527784,0.51479172706604,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5910151327649752,0.5216249823570251,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5637450565894445,0.5209167003631592,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5452649593353271,0.5220834016799927,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5262161542971929,0.5216250419616699,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.4997529188791911,0.5231667160987854,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.4806932620704174,0.5231666564941406,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.4519748439391454,0.5262917280197144,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.43399931117892265,0.5272083282470703,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.41669770206014317,0.5267083048820496,24,4,500,1000,0.0,5,"(3, 32, 32)",10,0.03,0.99,30,10
