iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.4332983295122783,0.4726563096046448,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
1,1.2014625718196232,0.5375601649284363,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
2,1.112616737683614,0.5658053755760193,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
3,1.0333960975209873,0.5869392156600952,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
4,0.9715787197152773,0.6008614301681519,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
5,0.9102832948168119,0.6114784479141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
6,0.865827406446139,0.6243990659713745,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
7,0.8279573048154513,0.6270032525062561,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
8,0.7777017305294672,0.6358173489570618,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
9,0.736056682964166,0.6406250596046448,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
10,0.7087430631121,0.6454328298568726,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
11,0.6662612507740656,0.6474359631538391,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
12,0.6423708026607832,0.6505409479141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
13,0.6145715291301409,0.6527444124221802,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
14,0.5817834635575613,0.6543470621109009,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
15,0.5442550604542097,0.6585536599159241,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
16,0.5301746266583601,0.6587541103363037,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
17,0.4986710411806901,0.6611579060554504,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
18,0.48282741755247116,0.6623598337173462,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
19,0.4545605021218459,0.663762092590332,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
20,0.4325030483305454,0.6656650900840759,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
21,0.4170597580571969,0.6662660837173462,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
22,0.3908055859307448,0.6677684783935547,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
23,0.37634741018215817,0.6710736751556396,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
24,0.36537783096234006,0.6692708730697632,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
25,0.3453880126277606,0.6719751358032227,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
26,0.33372897158066434,0.6689704656600952,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
27,0.3167087895174821,0.6700722575187683,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
28,0.30209889573355514,0.6733774542808533,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
29,0.2893950076152881,0.670973539352417,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,30,10
