iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.7693936601281166,0.4355000853538513,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.37139453180134296,0.4655417203903198,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.23206265162055692,0.4935833811759949,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.14590054440001646,0.5092084407806396,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.17657462491964301,0.521125078201294,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.13514739895860353,0.5143333673477173,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.1507932934522008,0.5242084264755249,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.1663472471991554,0.5158750414848328,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09057360872005422,0.5245417356491089,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.03570135075521345,0.5431250333786011,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.0715223733180513,0.5334583520889282,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.05578180748852901,0.5412083864212036,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.02868094076984562,0.549041748046875,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.09875069175420019,0.5362917184829712,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.021158702176762745,0.5560417175292969,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.061117121440474875,0.5435417294502258,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.023856255662394688,0.5541249513626099,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.05049347293970641,0.5465834140777588,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.05199647664267104,0.5455417037010193,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.09633121901909665,0.5315001010894775,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04769581511209253,0.5457500219345093,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.0149813211367776,0.5548750758171082,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.07366089939508431,0.547124981880188,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.010961429693755539,0.5613750219345093,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.04290053058988027,0.551333487033844,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.04765551199670881,0.5531250238418579,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.011507754645814808,0.5623334050178528,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.020339236019935925,0.5553333759307861,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.025664845782254513,0.5630834102630615,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.0676473934945534,0.5453749895095825,24,4,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,30,10
