iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.781831386188666,0.4441666603088379,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
1,0.43401011141637963,0.4833333492279053,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
2,0.3269449525202314,0.48825007677078247,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
3,0.33072696936627227,0.4941667318344116,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
4,0.14920270342069367,0.518041729927063,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
5,0.2218968080705963,0.5083333849906921,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
6,0.15693421593944853,0.5258333683013916,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
7,0.1570502815496487,0.5287500023841858,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
8,0.07545088920354222,0.5439167022705078,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
9,0.11915192479500547,0.5331667065620422,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
10,0.07143992613418959,0.5415000319480896,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
11,0.10217035674334814,0.5372917056083679,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
12,0.1363135584833799,0.5429582595825195,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
13,0.06743167292249079,0.5599167346954346,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
14,0.11806526557484176,0.5372917652130127,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
15,0.0718400011974154,0.5485000610351562,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
16,0.04954799671152917,0.5600001215934753,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
17,0.032350051112492416,0.561833381652832,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
18,0.04392887626454467,0.5630834698677063,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
19,0.01463888114085421,0.5700416564941406,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
20,0.021301607387916494,0.5719583034515381,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
21,0.07640998668648535,0.5569167137145996,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
22,0.03876818503583005,0.5683333277702332,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
23,0.0373082827560817,0.5682500600814819,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
24,0.05311186466011956,0.5617916584014893,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
25,0.021367664345840847,0.5695416927337646,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
26,0.007878780673612104,0.5734168291091919,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
27,0.002478683932470934,0.578708291053772,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
28,0.019938635792641435,0.5782917141914368,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
29,0.04486096531763906,0.5680416822433472,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.02,0.99,8,30,10
