iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.154192807773749,0.3812083601951599,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
1,0.6542132863154014,0.4203749895095825,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
2,0.5606995181490978,0.4310000538825989,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
3,0.47055500466376543,0.43800002336502075,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
4,0.28543735470157117,0.4564583897590637,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
5,0.42236090924901265,0.4350000321865082,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
6,0.25495574264399085,0.4559166431427002,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
7,0.16496824585677436,0.468500018119812,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
8,0.14411123104703924,0.4565417170524597,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
9,0.16954260464020385,0.45200008153915405,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
10,0.15420011145276172,0.46000003814697266,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
11,0.1005987604536737,0.46991676092147827,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
12,0.19254578596155625,0.4610416889190674,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
13,0.14155394398646118,0.4585416316986084,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
14,0.13425795057749687,0.46437498927116394,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
15,0.10635380418777156,0.4711667001247406,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
16,0.05977563403333382,0.47416672110557556,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
17,0.09663253513766297,0.4747917056083679,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
18,0.08589637282420881,0.47525009512901306,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
19,0.0919726935341411,0.4670833945274353,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
20,0.04525790549814701,0.4748750925064087,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
21,0.05099294120251822,0.4740000367164612,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
22,0.06556231176728033,0.4793750047683716,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
23,0.05205341346542506,0.4883750379085541,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
24,0.036246736912289634,0.48524999618530273,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
25,0.018806787690361187,0.4895416498184204,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
26,0.06772246123970642,0.4816250503063202,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
27,0.017977739415679633,0.48899996280670166,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
28,0.05190327200519581,0.4941250681877136,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
29,0.04340756037951602,0.4912499785423279,24,8,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,8,30,10
