iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.6455178136626879,0.4631410837173462,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
1,0.3102490932991107,0.4895833730697632,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
2,0.21478375823547444,0.5118188858032227,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
3,0.20733956627858183,0.519931972026825,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
4,0.15137635334394872,0.5313501954078674,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
5,0.08824990856616448,0.540865421295166,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
6,0.07442508831930657,0.5397636890411377,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
7,0.0714072822787178,0.5497797727584839,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
8,0.05434578266188813,0.5475761294364929,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
9,0.05902634059505848,0.556790828704834,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
10,0.06073079342119551,0.5602964758872986,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
11,0.021448195465685178,0.5614984631538391,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
12,0.027236748219972167,0.5637019872665405,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
13,0.03322808638040442,0.5588942766189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
14,0.029465364020628233,0.5667067766189575,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
15,0.014870092682637429,0.5713140964508057,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
16,0.02309326325970081,0.5765225291252136,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
17,0.02145734532678034,0.5734174847602844,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
18,0.01023567821296941,0.5797276496887207,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
19,0.01925957053996778,0.576622724533081,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
20,0.00719160444229298,0.577824592590332,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
21,0.010653838258197842,0.5863381624221802,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
22,0.021825270379243495,0.5836338996887207,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
23,0.021255772252819344,0.5852364301681519,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
24,0.01225807187074679,0.584735631942749,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
25,0.01600350010024461,0.5802284479141235,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
26,0.020308110695623327,0.586838960647583,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
27,0.011555792947547161,0.587740421295166,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
28,0.003767667153321478,0.5874399542808533,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
29,0.0029079042136193798,0.5900440812110901,24,1,500,1000,0.0,1,"(3, 32, 32)",10,0.02,0.99,8,30,10
