iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9477236593763033,0.3851251006126404,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.5244544930756092,0.41579174995422363,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.4108451884239912,0.4310000538825989,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.26474417621890706,0.4459584355354309,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.19647710133964816,0.45362505316734314,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.19405192408400276,0.4476250410079956,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.1894481817337995,0.4619166851043701,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.08851356998396416,0.4683750867843628,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.094103420250273,0.4680417776107788,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.06581246866456543,0.47170835733413696,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.15931059990543872,0.46545836329460144,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.06906199307801823,0.47570833563804626,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.13283625962988785,0.4685417115688324,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.07303000357933342,0.4751667380332947,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.04983026802074164,0.4827500283718109,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.07328197394963354,0.4766666889190674,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.07764737784358051,0.48329171538352966,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.04561120685442196,0.48624998331069946,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.056081143382471055,0.48479169607162476,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04317713684577029,0.47991669178009033,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.034810284327249974,0.48104166984558105,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.022503574296327617,0.48775002360343933,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.01571792492662401,0.4843333661556244,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.023408697879252333,0.48491668701171875,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.05862123189096261,0.47970831394195557,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.043779710945576276,0.48216670751571655,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.02734328202495817,0.48879170417785645,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.06771613009429227,0.4751667380332947,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.050170651714627944,0.4821666181087494,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.009328613043180667,0.4919167160987854,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
