iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9222376147905985,0.3983750343322754,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.47593159539004165,0.4256250262260437,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2824438801035285,0.4427083730697632,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.27202886529266834,0.4427500367164612,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.24296045194690427,0.4546666741371155,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.23380088068855306,0.4605000615119934,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.20615763531532139,0.45858335494995117,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.16000704711768776,0.46537500619888306,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.09226212906651199,0.47154170274734497,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10367045021848753,0.47070837020874023,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.09338925319025293,0.471375048160553,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08634407775631796,0.4716249704360962,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.08995742548722774,0.47195836901664734,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.05676673102425411,0.4798750579357147,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.07826525635512856,0.4791250228881836,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.0993052374299926,0.4800417125225067,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.08962630695896223,0.486291766166687,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.03637411830034883,0.49299997091293335,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.06551416752821144,0.4849584102630615,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.034491249830656066,0.4950833320617676,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04111879875320786,0.4920000731945038,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.034621013212017715,0.49137505888938904,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03123895189734564,0.4908750057220459,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.01791673494153656,0.4947083592414856,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.027506603073561564,0.4921666979789734,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.020056915908450417,0.49383336305618286,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.06528002679018148,0.4792916476726532,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.06900538111464509,0.48075002431869507,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.026051787092001177,0.4960833787918091,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03747683005106713,0.48962506651878357,24,8,500,1000,0.0,6,"(3, 32, 32)",10,0.01,0.99,8,30,10
