iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.997822605073452,0.3842500150203705,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
1,0.5144721915324529,0.43683335185050964,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
2,0.4285516192515691,0.44591665267944336,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
3,0.406850434296454,0.4385833442211151,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
4,0.3416847134164224,0.4595416486263275,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
5,0.12783930803804347,0.4751250147819519,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
6,0.256983393842044,0.4608750343322754,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
7,0.14634944985543066,0.47054165601730347,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
8,0.12110539376347636,0.4798334240913391,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
9,0.11578819377852294,0.4804166555404663,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
10,0.12850096703429395,0.4774167239665985,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
11,0.07718150577663134,0.4854999780654907,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
12,0.13821568681548038,0.47037506103515625,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
13,0.08655856439145282,0.4855000674724579,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
14,0.06100898811322016,0.4897083044052124,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
15,0.13282255781814456,0.4803333282470703,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
16,0.0563431031575116,0.489291787147522,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
17,0.11204193425267779,0.48333340883255005,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
18,0.04837882390468925,0.4874582886695862,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
19,0.06822664854310763,0.49645838141441345,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
20,0.04433941497215225,0.5040417909622192,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
21,0.05597179216420045,0.4985000491142273,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
22,0.0494507078838069,0.4961250424385071,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
23,0.07387587104555375,0.4832082986831665,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
24,0.04799087654828327,0.49408334493637085,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
25,0.060783428644451,0.4920417070388794,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
26,0.04728093571975478,0.48858344554901123,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
27,0.015005044019441508,0.5038333535194397,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
28,0.04708646428965343,0.49470841884613037,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
29,0.010117987213258553,0.5014166831970215,24,8,500,1000,0.0,7,"(3, 32, 32)",10,0.02,0.99,8,30,10
