iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.1730585644642513,0.3777916431427002,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
1,0.7777376162509123,0.40420839190483093,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
2,0.6049796209360162,0.41362500190734863,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
3,0.33194070984609425,0.43041667342185974,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
4,0.4162026493965338,0.43879175186157227,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
5,0.23816138222658387,0.447500079870224,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
6,0.28278286192410934,0.44099998474121094,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
7,0.17234032643803707,0.4511250853538513,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
8,0.19161604085820727,0.45845827460289,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
9,0.21503664553165436,0.4564583897590637,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
10,0.20395265210148258,0.4559583365917206,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
11,0.14971839270341056,0.45908331871032715,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
12,0.1377982793977329,0.4596666991710663,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
13,0.148396425434233,0.4618750214576721,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
14,0.05078425186123544,0.4749166965484619,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
15,0.14586185329729537,0.4596666991710663,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
16,0.06905919293058105,0.4723333716392517,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
17,0.045231352608728535,0.4780000150203705,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
18,0.11123306900359846,0.47699999809265137,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
19,0.0815433529545165,0.46950000524520874,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
20,0.05428478217315084,0.47970840334892273,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
21,0.05064546947930163,0.4751667380332947,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
22,0.059884160073124804,0.47695833444595337,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
23,0.044922021449262196,0.4825833737850189,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
24,0.05000035380241267,0.48341667652130127,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
25,0.06876273218707259,0.48108339309692383,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
26,0.08919432022594265,0.47554177045822144,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
27,0.05176067562570097,0.4852916896343231,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
28,0.020477075047286537,0.4897500276565552,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
29,0.026942766835418297,0.49016666412353516,24,24,500,1000,0.0,11,"(3, 32, 32)",10,0.03,0.99,8,30,10
