iter,loss_mean,MSE_params,MSE_test,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_test,data_n_features,data_noise_scale,data_noise_weight,data_no_scale,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,229.58579058329263,7.215788841247559,368.0072021484375,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
1,131.65148827870686,6.591330051422119,336.0118713378906,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
2,79.19539381027222,6.127084732055664,312.13702392578125,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
3,50.26386225064596,5.759317398071289,293.40423583984375,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
4,32.902298828760784,5.438067436218262,277.1289978027344,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
5,22.296570698420208,5.180419445037842,264.2772216796875,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
6,15.50742023150126,4.945401191711426,252.5577850341797,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
7,11.401318745613098,4.749920845031738,242.3843231201172,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
8,8.636351872285207,4.5576372146606445,232.48802185058594,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
9,6.541435544490814,4.390144348144531,223.9628143310547,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
10,5.445615546703339,4.243668079376221,216.56402587890625,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
11,4.448723165988922,4.054129123687744,207.26365661621094,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
12,3.717620096206665,3.9492127895355225,201.9067840576172,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
13,3.2979123799006143,3.8133809566497803,194.97787475585938,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
14,2.8392128906647365,3.6907832622528076,188.81715393066406,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
15,2.572800303697586,3.566676139831543,182.3992919921875,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
16,2.3370344515641532,3.4674899578094482,177.3293914794922,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
17,2.1999894732236864,3.356950044631958,171.709716796875,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
18,2.1606066075960797,3.2683565616607666,167.1141357421875,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
19,2.1755829521020256,3.184088706970215,162.89271545410156,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
20,2.038605589469274,3.097980260848999,158.36607360839844,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
21,1.999393065373103,3.010852813720703,153.77146911621094,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
22,1.8741735355059306,2.924652338027954,149.22698974609375,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
23,1.8558210018277168,2.8355460166931152,144.64735412597656,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
24,1.7215788752834003,2.7569661140441895,140.532958984375,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
25,1.819754018286864,2.693556308746338,137.3922882080078,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
26,1.7942417079210282,2.608325242996216,133.22494506835938,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
27,1.7268443872531256,2.5289623737335205,129.2704620361328,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
28,1.6704131404558817,2.4751532077789307,126.46569061279297,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
29,1.5887514979640642,2.4053618907928467,122.90106964111328,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
30,1.6752514546116193,2.3608410358428955,120.77002716064453,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
31,1.6038827311992645,2.3013904094696045,117.77816772460938,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
32,1.5803140514095624,2.2550578117370605,115.26390838623047,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
33,1.4930096008380254,2.2107856273651123,113.09769439697266,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
34,1.6289594210187595,2.162139415740967,110.65484619140625,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
35,1.6516746722658475,2.108691453933716,107.95985412597656,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
36,1.543257243235906,2.062103271484375,105.54891204833984,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
37,1.3893574738999208,2.006000280380249,102.58710479736328,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
38,1.468409213423729,1.967882752418518,100.56742095947266,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
39,1.3938589882850647,1.9310121536254883,98.47466278076172,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
40,1.3476825151840846,1.882185935974121,96.08905029296875,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
41,1.4154125705361367,1.835324764251709,93.82209014892578,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
42,1.4396635643641154,1.794518232345581,91.79680633544922,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
43,1.4281801507870355,1.740702748298645,89.26583862304688,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
44,1.285286196321249,1.707798719406128,87.5761489868164,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
45,1.3236162473758062,1.6727772951126099,85.81218719482422,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
46,1.2790984924634297,1.6410574913024902,84.16565704345703,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
47,1.1931155256927013,1.5925500392913818,81.7142105102539,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
48,1.2050536428888639,1.5582455396652222,79.95995330810547,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
49,1.2655497222145398,1.5226143598556519,78.16627502441406,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
50,1.2673165253798166,1.4798130989074707,75.89628601074219,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
51,1.1419073093434176,1.4410983324050903,73.89714050292969,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
52,1.1085731501877307,1.4076898097991943,72.0763168334961,3,150,10,500,50,0,0,False,50,False,0.01,1,5,300,2
