iter,loss_mean,MSE_val,MSE_params,data_n_clusters,data_n_clients,data_n_samples,data_n_samples_val,data_n_features,data_noise_scale,data_noise_weight,model_n_features,model_bias,algo_lrate,algo_lmbd,algo_S,algo_R,algo_R_local
0,91.55517,95.59994506835938,9.611897468566895,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
1,85.253,90.15489196777344,9.070999145507812,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
2,79.48038,85.28512573242188,8.58608341217041,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
3,74.13932,80.66593933105469,8.12524700164795,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
4,69.21466,76.35343170166016,7.692758083343506,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
5,64.78234,72.26732635498047,7.285235404968262,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
6,60.605103,68.44652557373047,6.904934406280518,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
7,56.63508,64.86397552490234,6.546538829803467,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
8,53.07816,61.55408477783203,6.213572978973389,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
9,49.602364,58.3279914855957,5.890270233154297,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
10,46.394615,55.366451263427734,5.595066547393799,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
11,43.409527,52.39809036254883,5.299263954162598,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
12,40.618507,49.69675827026367,5.027352809906006,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
13,38.01976,47.20540237426758,4.7764482498168945,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
14,35.600773,44.7816162109375,4.531994819641113,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
15,33.352707,42.51564025878906,4.30342960357666,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
16,31.237171,40.385292053222656,4.089565753936768,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
17,29.270937,38.31144714355469,3.8810768127441406,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
18,27.418795,36.32081604003906,3.6802544593811035,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
19,25.69193,34.46823501586914,3.4940154552459717,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
20,24.093054,32.80303192138672,3.3256726264953613,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
21,22.635626,31.208251953125,3.1648778915405273,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
22,21.248425,29.74952507019043,3.016531467437744,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
23,19.960045,28.342464447021484,2.8746142387390137,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
24,18.760492,26.930103302001953,2.7312660217285156,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
25,17.62915,25.660202026367188,2.6028521060943604,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
26,16.573517,24.382930755615234,2.473496675491333,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
27,15.579378,23.254438400268555,2.357861280441284,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
28,14.639596,22.152545928955078,2.246411085128784,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
29,13.777263,21.06789207458496,2.136417865753174,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
30,12.94502,20.115699768066406,2.0396196842193604,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
31,12.173685,19.17898178100586,1.9443280696868896,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
32,11.457112,18.264862060546875,1.8511607646942139,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
33,10.787292,17.399810791015625,1.7626696825027466,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
34,10.144585,16.588010787963867,1.6797922849655151,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
35,9.558364,15.826604843139648,1.6015092134475708,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
36,8.997938,15.057588577270508,1.522731900215149,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
37,8.491062,14.40090560913086,1.4557162523269653,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
38,8.000889,13.767498970031738,1.390697717666626,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
39,7.545407,13.135025024414062,1.3255771398544312,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
40,7.1109977,12.559200286865234,1.2662595510482788,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
41,6.719562,12.020970344543457,1.2108538150787354,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
42,6.3422327,11.512333869934082,1.1581538915634155,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
43,6.000044,11.013148307800293,1.1066545248031616,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
44,5.669152,10.578414916992188,1.0615564584732056,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
45,5.350949,10.110849380493164,1.0127023458480835,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
46,5.058486,9.64511489868164,0.9648498892784119,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
47,4.7878833,9.224930763244629,0.921288251876831,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
48,4.536712,8.848116874694824,0.8817963004112244,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
49,4.2982287,8.463395118713379,0.8417702317237854,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
50,4.0694637,8.107501029968262,0.8045269846916199,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
51,3.854099,7.762117862701416,0.7684311270713806,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
52,3.6544306,7.440998077392578,0.7346408367156982,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
53,3.4599352,7.122243881225586,0.7012126445770264,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
54,3.2815874,6.81915283203125,0.6694777011871338,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
55,3.1138852,6.56151008605957,0.6422456502914429,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
56,2.961464,6.313926696777344,0.6156802773475647,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
57,2.8146772,6.056934833526611,0.5886210203170776,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
58,2.6760514,5.871651649475098,0.5689846277236938,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
59,2.541912,5.624880313873291,0.5431190729141235,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
60,2.4182684,5.460709571838379,0.5250954627990723,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
61,2.303691,5.248650074005127,0.5026330947875977,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
62,2.193767,5.056819915771484,0.48191457986831665,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
63,2.0930073,4.870254039764404,0.4618597626686096,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
64,1.9976237,4.6915998458862305,0.44273656606674194,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
65,1.9047022,4.520149230957031,0.4242980182170868,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
66,1.8210716,4.359704971313477,0.40696296095848083,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
67,1.7404553,4.221514701843262,0.3921069800853729,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
68,1.6653106,4.068467617034912,0.3757144510746002,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
69,1.5947675,3.931037664413452,0.36088234186172485,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
70,1.5269291,3.806519031524658,0.3470645546913147,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
71,1.462337,3.680837869644165,0.33322644233703613,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
72,1.4016885,3.5803349018096924,0.32213911414146423,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
73,1.3459117,3.4706645011901855,0.310183584690094,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
74,1.2930447,3.360476493835449,0.2980669140815735,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
75,1.2423302,3.259092330932617,0.28693312406539917,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
76,1.1964287,3.1692891120910645,0.27683699131011963,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
77,1.1517385,3.08236026763916,0.267181396484375,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
78,1.1102091,2.997310161590576,0.25786957144737244,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
79,1.070082,2.9200854301452637,0.2493961602449417,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
80,1.0311183,2.838569402694702,0.24019992351531982,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
81,0.9953075,2.761465072631836,0.23160411417484283,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
82,0.9628481,2.686851978302002,0.22327548265457153,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
83,0.9314018,2.6203861236572266,0.21577006578445435,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
84,0.90122974,2.555260419845581,0.20846019685268402,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
85,0.8731127,2.4912900924682617,0.2013164758682251,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
86,0.84500706,2.4444408416748047,0.1959511786699295,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
87,0.8194205,2.387467861175537,0.1894291788339615,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
88,0.79524404,2.33601975440979,0.1834409385919571,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
89,0.7719281,2.288855791091919,0.1778554618358612,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
90,0.7497921,2.24788761138916,0.17291012406349182,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
91,0.7289692,2.218034505844116,0.16959968209266663,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
92,0.70963657,2.1694159507751465,0.16399022936820984,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
93,0.6905575,2.132479190826416,0.15957669913768768,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
94,0.67267394,2.103745937347412,0.15612389147281647,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
95,0.65620935,2.0648317337036133,0.15170089900493622,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
96,0.64009184,2.0296194553375244,0.14766183495521545,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
97,0.6254408,1.9935503005981445,0.14362597465515137,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
98,0.61037135,1.9639205932617188,0.14014862477779388,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
99,0.59566206,1.9429234266281128,0.13753081858158112,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
100,0.58222115,1.9203217029571533,0.1346883922815323,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
101,0.5699316,1.897373914718628,0.13197235763072968,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
102,0.55760837,1.879510521888733,0.12954747676849365,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
103,0.5464577,1.8631993532180786,0.12735615670681,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
104,0.5351193,1.8444774150848389,0.1248989924788475,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
105,0.52461624,1.8249953985214233,0.1224069893360138,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
106,0.5149856,1.8022828102111816,0.11970572173595428,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
107,0.5057068,1.792973518371582,0.11833233386278152,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
108,0.49680594,1.7732908725738525,0.11606572568416595,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
109,0.4883819,1.7568246126174927,0.11390934139490128,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
110,0.48034215,1.7391630411148071,0.1117960661649704,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
111,0.4731099,1.715415120124817,0.10906467586755753,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
112,0.46527526,1.6980849504470825,0.10703568905591965,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
113,0.45843557,1.6796258687973022,0.10477374494075775,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
114,0.45171407,1.6795458793640137,0.1044720709323883,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
115,0.44511455,1.671242356300354,0.10336752980947495,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
116,0.43878987,1.6626002788543701,0.10213792324066162,3,150,10,500,10,0,0,10,False,0.01,1,30,1500,0
