iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_n_clusters,algo_R,algo_R_local,algo_bn_calibration,algo_dynamic,algo_n_active_clusters,algo_cluster_rotation_freq
0,1.7872652038931847,0.324781209230423,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
1,1.4456416703760624,0.4143125116825104,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
2,1.3030927553772926,0.44196876883506775,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
3,1.2296033576130867,0.45203131437301636,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
4,1.1684786463156343,0.46637505292892456,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
5,0.8686354830861092,0.4792187511920929,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
6,0.742769573815167,0.5078437924385071,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
7,0.6799266661982983,0.5146250128746033,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
8,0.6848610683809966,0.514968752861023,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
9,0.6460669817170128,0.5180625319480896,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
10,0.6184010489378124,0.5196561813354492,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
11,0.617314622621052,0.5187499523162842,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
12,0.5958301332721021,0.5189999341964722,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
13,0.5771953111689072,0.5207186937332153,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
14,0.5874845809303224,0.5203437805175781,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
15,0.5858799453417305,0.5168437361717224,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
16,0.5702296403323999,0.5195624828338623,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
17,0.5807951150200097,0.5194063186645508,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
18,0.5684409642854007,0.5200313329696655,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
19,0.5780121316056466,0.520031213760376,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
20,0.3560111157858046,0.532031238079071,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
21,0.32235053399926983,0.5305625200271606,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
22,0.3071065631811507,0.5303437113761902,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
23,0.2939000804981333,0.5317812561988831,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
24,0.2876068034238415,0.530343770980835,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
25,0.16780556410958525,0.5484687685966492,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
26,0.15364090882940218,0.5502501130104065,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
27,0.1424214974140341,0.5508124828338623,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
28,0.13190014827341656,0.5515938401222229,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
29,0.12397008790503605,0.5505313277244568,32,4,500,1000,1,"(3, 32, 32)",10,0.03,0.99,4,30,10,3,True,3,5
