iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9857091158628464,0.2786250114440918,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.797910064458847,0.3331666588783264,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6403225113948185,0.367208331823349,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5663749277591705,0.37695834040641785,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4909297972917557,0.390375018119812,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4237671792507172,0.40650004148483276,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3362876971562703,0.4126667380332947,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2973555227120717,0.41725000739097595,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2385509262482326,0.42450007796287537,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.154555211464564,0.43145841360092163,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.113906592130661,0.4327084422111511,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.093361792465051,0.4323333501815796,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.030767706533273,0.4360000491142273,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9846867049733797,0.4399584233760834,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9296980500221252,0.4438750445842743,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8979139799873034,0.44437500834465027,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8673533871769905,0.4424583613872528,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8307593713204066,0.4442083537578583,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7999075204133987,0.44666677713394165,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.752327894171079,0.44979166984558105,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.720554863413175,0.4485834240913391,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6982917090257009,0.4477916955947876,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.677544484535853,0.4477499723434448,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.645051489273707,0.44950005412101746,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6104365934928259,0.45000001788139343,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5915494014819463,0.45116671919822693,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5649073496460915,0.4514583349227905,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.536455595244964,0.45225000381469727,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5186823730667433,0.44970840215682983,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.49331576998035115,0.4517500400543213,24,24,500,1000,0.0,8,"(3, 32, 32)",10,0.03,0.99,30,10
