iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9654628932476044,0.2900000512599945,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7062688569227855,0.3515833616256714,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7014734993378322,0.346291720867157,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5462531348069508,0.3878334164619446,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5210795203844707,0.38625001907348633,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4389622410138447,0.400625079870224,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3252545893192291,0.4181666970252991,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2624629189570744,0.4227083623409271,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1809536417325337,0.4351249933242798,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.131667638818423,0.43529173731803894,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0987067421277363,0.4344167113304138,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0452564805746078,0.44333335757255554,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0013167783617973,0.44224998354911804,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9646136785546938,0.4440833330154419,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9181057388583819,0.447250097990036,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.8855270047982534,0.4482083320617676,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8357561205824217,0.45179176330566406,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8164344479640325,0.4490416944026947,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7659489512443542,0.4514167308807373,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7354842523733774,0.4542917013168335,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7071474095185598,0.45504164695739746,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.6740479866663615,0.455833375453949,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.645623450477918,0.4570833444595337,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6188423037528992,0.4567500054836273,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6033614700039228,0.4557916820049286,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.573660117884477,0.45650002360343933,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5550014823675156,0.45745837688446045,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5262619319061438,0.45870834589004517,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.49972807864348096,0.45895838737487793,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4822301318248113,0.45766669511795044,24,24,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
