iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9386754830678303,0.3065417408943176,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6885459820429485,0.34908339381217957,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6569931507110596,0.3616666793823242,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6410496731599171,0.36125001311302185,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5299379974603653,0.38412508368492126,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4463240057229996,0.3953750729560852,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3877942115068436,0.4013333320617676,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3258174409468968,0.4105833172798157,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2501733203728993,0.41875001788139343,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1755885382493336,0.42337507009506226,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1321890701850255,0.4308333992958069,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0701682989796002,0.4359166622161865,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0224857181310654,0.44029170274734497,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.9860545347134272,0.439875066280365,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9407360628247261,0.4425833821296692,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9056879902879397,0.44420838356018066,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8578445141514143,0.4503750801086426,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8222103118896484,0.4517500400543213,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7991786102453867,0.4501667022705078,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7514968464771906,0.455250084400177,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7245881135265032,0.4568334221839905,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7059382721781731,0.4553333520889282,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6656362141172091,0.4582917094230652,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6354543541868528,0.4604167342185974,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6132344168921312,0.46150004863739014,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.5866476235290369,0.4614584147930145,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5638917374114195,0.45858335494995117,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5365855085353056,0.46270835399627686,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5132422409951687,0.46258336305618286,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4973197045425574,0.46304166316986084,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
