iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.7427996049324672,0.4208734631538391,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.232068990667661,0.5374599695205688,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.1223686064283054,0.5690104961395264,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.0325977156559627,0.5962540507316589,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
4,0.9647926216324171,0.6070713996887207,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
5,0.8938161879777908,0.6255007982254028,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
6,0.8207842633128166,0.6348158121109009,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
7,0.7840246508518854,0.6401242017745972,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
8,0.7439165115356445,0.6439304351806641,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.6928411722183228,0.6506410837173462,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.6492017010847727,0.6555488705635071,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.6089530984560648,0.6583534479141235,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.5718174477418264,0.6627604961395264,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.5339634331564108,0.6648638248443604,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.5052748260398706,0.6671675443649292,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.4758666977286339,0.6705729365348816,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.4490931381781896,0.6737780570983887,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.42302849640448886,0.6721755862236023,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.3957780860364437,0.6749799251556396,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.37273932496706647,0.6770833730697632,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.3498573961357276,0.678485631942749,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.32873615498344105,0.6795873641967773,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.3083784319460392,0.6802884936332703,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.2895714305341244,0.680288553237915,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.2715121265500784,0.6811899542808533,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.25531214227279025,0.6818909645080566,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.23902004398405552,0.6813902854919434,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.2255945528546969,0.6827925443649292,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.20852014174064,0.6827924251556396,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.1966327279806137,0.6852965354919434,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
