iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.0019537905852,0.26716670393943787,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7931908071041107,0.3295833468437195,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6661779582500458,0.3607916831970215,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.590370550751686,0.37716662883758545,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5080931137005489,0.38583335280418396,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4299079726139705,0.4010000228881836,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.3798192739486694,0.4047500491142273,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.2907434900601704,0.41208335757255554,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2549345940351486,0.4147500693798065,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.1594472452998161,0.42829176783561707,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.118515705068906,0.43275007605552673,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.084271917740504,0.4282916486263275,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0707109794020653,0.4253750741481781,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0112341543038685,0.43404167890548706,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9551571905612946,0.4383750557899475,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9328924715518951,0.43816670775413513,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8849511767427126,0.4436250627040863,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8565664837757746,0.4410416781902313,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8187396377325058,0.4426667392253876,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.7862998048464457,0.44475001096725464,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7525001391768456,0.445000022649765,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7270969202121099,0.4465416669845581,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.6901901289820671,0.4474584460258484,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6622226908802986,0.44754165410995483,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6440617442131042,0.44745832681655884,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6119174088040987,0.4488750100135803,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5888637776176134,0.45054179430007935,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5613323586682478,0.44970831274986267,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.536501140644153,0.45104166865348816,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5092184133827686,0.45270833373069763,24,24,500,1000,0.0,9,"(3, 32, 32)",10,0.03,0.99,30,10
