iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.955144037803014,0.2834166884422302,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.673794021209081,0.36483335494995117,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.5653430571158726,0.38583338260650635,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.460165907939275,0.41858336329460144,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.378524089852969,0.43137499690055847,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.2285685390233994,0.46012505888938904,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.1701214263836544,0.471458375453949,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.095497856537501,0.48354166746139526,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.013612538576126,0.49633336067199707,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.9664766738812128,0.5024166703224182,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9340305551886559,0.5045833587646484,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.8712389344970385,0.5094584226608276,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.8255706628163656,0.5155000686645508,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.7875978623827299,0.518958330154419,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.743692065278689,0.5248333215713501,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7097697829206785,0.5244166851043701,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.6816479712724686,0.5242500305175781,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.6465276703238487,0.5280834436416626,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6111995801329613,0.5292083024978638,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.5839059775074323,0.5319167375564575,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.5570509980122248,0.5322917699813843,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5288830523689588,0.533416748046875,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5047097764909267,0.5356251001358032,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.48197372257709503,0.5340417623519897,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.4546831821401914,0.5391666889190674,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.439117227991422,0.5364167094230652,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.41055646538734436,0.5396666526794434,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.3889397494494915,0.5413333773612976,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.3721798087159793,0.5425000786781311,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.3519214019179344,0.5432917475700378,24,4,500,1000,0.0,1,"(3, 32, 32)",10,0.03,0.99,30,10
