iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,1.2139701346556346,0.3006250262260437,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
1,0.6573001332581043,0.32454171776771545,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
2,0.4345579308768113,0.34162506461143494,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
3,0.35032141767442226,0.3472917079925537,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
4,0.28008533641695976,0.3554166555404663,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
5,0.20550071013470492,0.36020833253860474,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
6,0.16429015062749386,0.3594166934490204,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
7,0.12917171915372214,0.3652917146682739,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
8,0.11687387572601438,0.36629170179367065,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
9,0.10098581310982506,0.3687499761581421,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
10,0.08599059671784441,0.36758336424827576,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
11,0.08464348362758756,0.37304171919822693,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
12,0.07711370817075174,0.3712499737739563,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
13,0.06810441954682271,0.3734583556652069,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
14,0.0545012808094422,0.3685833811759949,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
15,0.04707187321037054,0.3701666593551636,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
16,0.0416204696521163,0.3764583468437195,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
17,0.038512329338118434,0.377208411693573,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
18,0.03634609553652505,0.37554168701171875,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
19,0.02884897985495627,0.37779170274734497,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
20,0.026496136289400358,0.3721666932106018,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
21,0.027292616626558203,0.3762499988079071,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
22,0.02456249304426213,0.3761250376701355,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
23,0.019816123822238296,0.3718750476837158,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
24,0.018372877248718094,0.3761666715145111,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
25,0.018522181179529678,0.37404167652130127,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
26,0.01776381900223593,0.3773750066757202,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
27,0.017845734546426684,0.3785000741481781,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
28,0.01308252903011938,0.3805416524410248,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
29,0.012092050591794154,0.37670832872390747,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
