iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.7870251710216204,0.30789268016815186,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
1,0.28394450806081295,0.35847359895706177,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
2,0.16744425427168608,0.3829127252101898,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
3,0.12820001194874445,0.40054091811180115,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
4,0.09226431604474783,0.41706734895706177,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
5,0.0782282673753798,0.4244791269302368,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
6,0.06009282326946656,0.43389424681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
7,0.052982251004626356,0.43940305709838867,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
8,0.043973331029216446,0.4430088698863983,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
9,0.04006554760659734,0.44871795177459717,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
10,0.03342683566734195,0.4523237645626068,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
11,0.029297440545633435,0.4599359929561615,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
12,0.02570976553640018,0.45823320746421814,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
13,0.024589492784192164,0.463641881942749,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
14,0.0216976935043931,0.47105368971824646,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
15,0.020978018913107615,0.47716349363327026,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
16,0.016777099381821852,0.47536060214042664,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
17,0.017741969786584377,0.47295674681663513,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
18,0.0141555683221668,0.4774640202522278,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
19,0.01307657165064787,0.4817708432674408,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
20,0.011956009470547238,0.48567718267440796,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
21,0.011988669730878124,0.48647841811180115,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
22,0.010419986443594098,0.4827725291252136,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
23,0.00958762913554286,0.48637819290161133,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
24,0.009445303565977762,0.4884816110134125,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
25,0.007609362228928755,0.4889824390411377,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
26,0.007320216080794732,0.4897836446762085,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
27,0.007420355609307687,0.4899839758872986,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
28,0.006219812901690602,0.49389025568962097,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
29,0.0063658925937488675,0.4905850291252136,24,1,50,1000,0.0,0,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
