iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.8145758931835493,0.27412503957748413,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
1,0.30725428151587647,0.31262505054473877,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
2,0.19225683311621347,0.3259166479110718,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
3,0.1454710237060984,0.3360000252723694,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
4,0.10437193994099896,0.3398333787918091,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
5,0.0919310658549269,0.3463333547115326,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
6,0.06962980361034472,0.3524583578109741,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
7,0.05849008223352333,0.35779163241386414,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
8,0.05670884825910131,0.3580000102519989,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
9,0.04669166123494506,0.36225005984306335,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
10,0.04465195870337387,0.3592500388622284,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
11,0.03736758635689815,0.36245831847190857,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
12,0.03438404272310436,0.3629166781902313,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
13,0.03084298634591202,0.36500000953674316,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
14,0.02774973656050861,0.3642084002494812,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
15,0.02588313779172798,0.36558330059051514,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
16,0.02122781010499845,0.36770838499069214,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
17,0.020524237887002528,0.36608338356018066,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
18,0.018945051978031795,0.3685417175292969,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
19,0.01850628973140071,0.3708333671092987,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
20,0.014904224197380245,0.3724583387374878,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
21,0.014862400052758554,0.3737083673477173,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
22,0.013817313398855427,0.37408334016799927,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
23,0.012855227435162911,0.37245839834213257,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
24,0.011265513273732116,0.37133336067199707,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
25,0.010760779647777477,0.37025004625320435,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
26,0.01018224930157885,0.37120839953422546,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
27,0.008773494279012084,0.37245839834213257,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
28,0.008750159603854021,0.375249981880188,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
29,0.007832579256501049,0.374458372592926,24,4,50,1000,0.0,4,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
