iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.9963011418779691,0.35845836997032166,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
1,0.5283988614877065,0.37708336114883423,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
2,0.40560739611585933,0.38600000739097595,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
3,0.3044965397566557,0.39537501335144043,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
4,0.25286302405099076,0.40137502551078796,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
5,0.21046683564782143,0.4021666944026947,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
6,0.1952031742160519,0.406125009059906,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
7,0.1653899122029543,0.4081667363643646,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
8,0.15915691076467434,0.4046666622161865,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
9,0.1226241613427798,0.4121667146682739,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
10,0.11454410292208195,0.4097083806991577,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
11,0.10271597808847825,0.41466665267944336,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
12,0.09209240041673183,0.413666695356369,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
13,0.08258241958295305,0.41600000858306885,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
14,0.08356997432808082,0.41333338618278503,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
15,0.06672279288371404,0.4140000343322754,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
16,0.06336428713984787,0.41574999690055847,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
17,0.06201887332523862,0.41845834255218506,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
18,0.0534256164294978,0.4191667437553406,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
19,0.0518959880185624,0.41887497901916504,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
20,0.0462819771685948,0.4180417060852051,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
21,0.03909580913993219,0.4193333387374878,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
22,0.04296901302101711,0.4177083671092987,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
23,0.034918614818404116,0.4163333773612976,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
24,0.03461621853057295,0.4181666970252991,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
25,0.03227278702737143,0.41670840978622437,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
26,0.03250538949699452,0.42145833373069763,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
27,0.032048786602293454,0.4170416593551636,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
28,0.029195162972124915,0.4240833520889282,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
29,0.024264824576675892,0.41962504386901855,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
