iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_K,algo_weighting,algo_temperature,algo_R,algo_R_local
0,0.688295821348826,0.5172276496887207,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
1,0.3180291603008906,0.5524840950965881,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
2,0.2027249801903963,0.5771234035491943,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
3,0.15253803506493568,0.5927484035491943,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
4,0.12081697769463062,0.6076723337173462,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
5,0.09176062233746052,0.6184896230697632,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
6,0.07680691964924335,0.6231971979141235,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
7,0.06400854637225468,0.6299078464508057,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
8,0.05886557682727774,0.6347155570983887,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
9,0.04833775331887106,0.6401242017745972,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
10,0.04579509088459114,0.6390224695205688,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
11,0.03883295909812053,0.6444311738014221,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
12,0.0348156065835307,0.6476362943649292,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
13,0.03114766899185876,0.6535456776618958,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
14,0.026759728711719315,0.6510417461395264,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
15,0.02397649793419987,0.657451868057251,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
16,0.022430324577726424,0.6597556471824646,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
17,0.02015765814576298,0.6578525900840759,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
18,0.01865780846371005,0.6594551801681519,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
19,0.016843811453630526,0.6634616255760193,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
20,0.014015026817408701,0.6640625,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
21,0.014560561161488295,0.6638622283935547,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
22,0.013629982616597166,0.6646634936332703,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
23,0.010964689892716706,0.6656651496887207,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
24,0.01114571736737465,0.6660657525062561,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
25,0.009670971465917924,0.6653645634651184,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
26,0.009026842385840913,0.6672676801681519,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
27,0.008485435935047766,0.6690706014633179,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
28,0.007800472832362478,0.670072078704834,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
29,0.006944566024079298,0.6707733869552612,24,1,500,1000,0.0,3,"(3, 32, 32)",10,0.01,0.99,8,8,uniform,1.0,30,10
