iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9125529527664185,0.40925008058547974,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4423109932492177,0.44470834732055664,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.42984721312920254,0.43937501311302185,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.1891990890726447,0.46700000762939453,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.2742568609925608,0.4582500457763672,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.19818021939136088,0.4644166827201843,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.2187452951911837,0.460875004529953,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.14453518010365465,0.4708750247955322,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.11888315546093509,0.4818333387374878,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.12050711668174093,0.4674583673477173,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.06005887838546187,0.4784584045410156,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08868602863124882,0.4724583625793457,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.07739188561875683,0.47995835542678833,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.08353802172738749,0.4682084023952484,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.07002787825573857,0.48466676473617554,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.04002852824244959,0.48374998569488525,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.08935152833873872,0.4814583957195282,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.024994889017155703,0.4932917058467865,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.07080741980462335,0.48370835185050964,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.07789280435342032,0.4823334217071533,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.04319281375016241,0.4864583909511566,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.059219492546011075,0.486958384513855,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03778250654189227,0.48983335494995117,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.06669509731970417,0.48337504267692566,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.018366280196156975,0.4923333525657654,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.050477633082967564,0.4930000901222229,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.03100602451013401,0.49375003576278687,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.03621499985213935,0.4908750653266907,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.014780025613921074,0.49520838260650635,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.025100109642759588,0.4972083568572998,24,8,500,1000,0.0,11,"(3, 32, 32)",10,0.01,0.99,8,30,10
