iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8114140679438909,0.43291664123535156,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.35146661289036274,0.4699166417121887,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.24323275918141007,0.4881250262260437,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.20673432519348958,0.49916669726371765,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.1855206946687152,0.5161250829696655,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.06024474875691036,0.5262501239776611,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.10142969565155606,0.5293333530426025,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.06164962976860503,0.5402500629425049,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.11578498567299296,0.5277500152587891,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.05638670036569238,0.5403750538825989,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.09815149383697037,0.5398334264755249,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.04536645791570967,0.5509166717529297,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.08380587146772693,0.5406666994094849,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.05672252961085178,0.5508333444595337,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.08416664997154537,0.5372500419616699,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.09023016414721496,0.5369167327880859,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.017743672486782696,0.5540000200271606,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.05563783257093746,0.5483750104904175,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.04614165559178218,0.5505417585372925,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.052746493927164316,0.54645836353302,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.014174044481478631,0.5603750348091125,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.012258359866488414,0.564833402633667,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03693793444108451,0.5570833683013916,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.040236228688930474,0.5529583692550659,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.05001999339583563,0.5528750419616699,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.030959602663642727,0.5612500905990601,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.013060178842958218,0.5610417127609253,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.006542714894749224,0.5648750066757202,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.025137632413437434,0.564750075340271,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.008390840635305116,0.5665833950042725,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.01,0.99,8,30,10
