iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9243232210477194,0.3842500150203705,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4603980115304391,0.4124583601951599,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3836031419535478,0.421291708946228,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2391765515009562,0.43883341550827026,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.22288570692762733,0.44154176115989685,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.21009073654810587,0.44699999690055847,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.20870989188551903,0.44820839166641235,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.1259633183168868,0.45362502336502075,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.1002792640356347,0.45087501406669617,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.11384699722596754,0.45700007677078247,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.05089854324857394,0.4647916555404663,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.11081430424625675,0.4617083668708801,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.1140244856942445,0.46287500858306885,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.08079892775276676,0.46783334016799927,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.08176248007415172,0.4677083492279053,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.12157668639944556,0.4666667580604553,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.0984669701429084,0.4637500047683716,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06443576218831974,0.4665416479110718,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.05613567525870167,0.46920835971832275,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.0610889750920857,0.47150009870529175,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.061794789537088946,0.4674167037010193,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.08458471082364365,0.46254169940948486,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.029491889702815872,0.47991669178009033,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.04032916376066472,0.47454172372817993,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.0253868673753459,0.47554177045822144,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.04781133526315292,0.47179171442985535,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.030679023184347898,0.47595834732055664,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.020497556060339168,0.47833332419395447,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.06776374820037745,0.47570833563804626,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.03390649282907058,0.476333349943161,24,24,500,1000,0.0,15,"(3, 32, 32)",10,0.01,0.99,8,30,10
