iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.0239101747671764,0.31612497568130493,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4715666671593984,0.34920835494995117,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.2984790448099375,0.35866671800613403,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.18669168232008815,0.3839166760444641,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.16969765070825815,0.3720417618751526,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1828661484954258,0.3745834231376648,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.17831822011309365,0.3884166479110718,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.13094211315425733,0.38708341121673584,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.08709126594476402,0.3997083604335785,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.07732760021463037,0.3957916498184204,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.07571827738623445,0.40166664123535156,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.08713069080840796,0.4052916467189789,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.054805796671037875,0.4062917232513428,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.03506589728446367,0.40950000286102295,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.04562158287929682,0.4113750457763672,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.031780049573474876,0.4127500653266907,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.08356806727048631,0.41058334708213806,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.06953944409906399,0.4047083556652069,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.022869701007342275,0.41041669249534607,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.023063641890378978,0.41591665148735046,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.03300998100894503,0.41200003027915955,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.07465262136247475,0.4072917103767395,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.03522044126293622,0.41183340549468994,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.0070135439552056296,0.4204166829586029,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.032553451446195446,0.40945833921432495,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.020559703417044755,0.4166666269302368,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.007982911721531613,0.42104172706604004,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.014001181756611913,0.4173750579357147,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.02222347779024858,0.4152083992958069,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.004254252652269012,0.4204166829586029,24,24,200,1000,0.0,14,"(3, 32, 32)",10,0.01,0.99,8,30,10
