iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.1790384128689766,0.2446250021457672,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.6110614339510599,0.2800416946411133,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.4334624642506242,0.28991666436195374,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.31433075697471696,0.3061250150203705,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.25086930324323475,0.3082917034626007,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.1860219989127169,0.32583338022232056,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.1375214900666227,0.3229583501815796,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.13091640108420202,0.322708398103714,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.1320677138476943,0.3241667151451111,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.06587727860702823,0.33500003814697266,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.09307662554783747,0.330416738986969,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.07405713018185149,0.33433330059051514,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.05858298041857779,0.33762502670288086,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.07961200680195664,0.3345416784286499,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.052990218081201114,0.33287501335144043,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.055023069066616394,0.3384583592414856,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.042840448227555804,0.33500003814697266,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.07926009757405457,0.3319166898727417,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.055692612048005685,0.3395417332649231,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.04914518766842472,0.33800002932548523,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.02308281813263117,0.34308335185050964,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.04348795862946039,0.3360000252723694,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.041429344758701823,0.34412500262260437,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.04320656065344034,0.3443750739097595,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.039529543889026776,0.3437083661556244,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.016774194800139714,0.3470833897590637,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.015293067583115771,0.35033339262008667,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.024977541392824303,0.3477916717529297,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.027337514955434017,0.3486666679382324,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.020854101462949377,0.351250022649765,24,8,100,1000,0.0,9,"(3, 32, 32)",10,0.01,0.99,8,30,10
