iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,1.2313127542535465,0.2355833500623703,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.5529476093749205,0.2823750376701355,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.40017086019118625,0.29341667890548706,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.3273698021657765,0.29720836877822876,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.1743757443036884,0.31016671657562256,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.17358927335590124,0.315250039100647,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.15884297348869345,0.3106667101383209,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.11485141290662189,0.3200833797454834,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.10182502291475733,0.3148750066757202,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.0914655146189034,0.3202500343322754,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.10103534798448284,0.32225000858306885,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.0758095938557138,0.33112502098083496,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.061146763347399734,0.3253750205039978,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.07112112396862358,0.3267917037010193,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.06659875701492031,0.32179170846939087,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.033005827775923535,0.32991668581962585,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.04106515432552745,0.33283334970474243,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.048222761698222406,0.3321667015552521,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.04046267606706048,0.3334999680519104,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.02484018970668937,0.33283331990242004,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.043712138581516534,0.33495837450027466,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.03967968830935812,0.3368333578109741,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.02621518603215615,0.33637499809265137,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.04722734093472051,0.3358333706855774,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.020388575018538784,0.34429168701171875,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.053326916652925625,0.3318333625793457,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.027251502193394117,0.3354167342185974,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.020418387600026715,0.33937501907348633,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.01916879870501968,0.3405833840370178,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.026836698983970564,0.33737504482269287,24,24,100,1000,0.0,13,"(3, 32, 32)",10,0.01,0.99,8,30,10
