iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.9880634620785713,0.3228750228881836,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.4067994679013888,0.35079169273376465,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.3407770519455274,0.3710833787918091,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.2317074197344482,0.3770833909511566,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.13906230498105288,0.39270836114883423,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.2226873293208579,0.3811667561531067,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.1927216718904674,0.3877917230129242,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.0625095780317982,0.40108343958854675,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.11191094461052369,0.3933333158493042,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.10790879615039255,0.39358335733413696,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.08972465481686716,0.40025004744529724,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.06295902844673644,0.3922083079814911,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.06558610056526959,0.40162503719329834,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.03840584925880345,0.4020833671092987,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.09783902165751594,0.39225003123283386,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.04617785753604645,0.40120837092399597,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.025807802555694554,0.41016674041748047,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.03389769922553872,0.40562504529953003,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.07116325821455878,0.40908336639404297,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.031626172606290005,0.4125000238418579,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.02318642838508822,0.40941673517227173,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.020577034001083423,0.413666695356369,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.055854216009417236,0.4075833559036255,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.014291563861964581,0.4149166941642761,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.04175119215991193,0.41037505865097046,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.006658834060848069,0.41570839285850525,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.03113917935115751,0.4114583730697632,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.026058241550344974,0.4164583683013916,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.015784623685855575,0.41937506198883057,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.02181878221987669,0.41595834493637085,24,8,200,1000,0.0,10,"(3, 32, 32)",10,0.01,0.99,8,30,10
