iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_S,algo_R,algo_R_local
0,0.8529694701234499,0.2369166910648346,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
1,0.30574042225877446,0.2613333463668823,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
2,0.1860806979238987,0.26350000500679016,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
3,0.1416320650217434,0.26987501978874207,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
4,0.07976716267876327,0.2813333570957184,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
5,0.08497673428306977,0.2838333547115326,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
6,0.06667750154156238,0.28704169392585754,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
7,0.05052103222503016,0.28800004720687866,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
8,0.04178309114649892,0.2905416786670685,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
9,0.05182291710904489,0.2915416955947876,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
10,0.0328820533468388,0.2931666374206543,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
11,0.027735477682047833,0.2897500693798065,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
12,0.022008866517959785,0.29879170656204224,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
13,0.016284030765139807,0.2937917113304138,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
14,0.021945446361011516,0.2927916646003723,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
15,0.011841722017076487,0.2956666648387909,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
16,0.013146693042169014,0.3002083897590637,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
17,0.01356920136216407,0.30133336782455444,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
18,0.012674682928870121,0.3034166991710663,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
19,0.009998670526935408,0.2995416820049286,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
20,0.008404753054492176,0.29991674423217773,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
21,0.005698710136736433,0.30125001072883606,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
22,0.004338741622632369,0.30237501859664917,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
23,0.006455900108752151,0.30541670322418213,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
24,0.006141206744359806,0.29995837807655334,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
25,0.007345229629815246,0.3027917146682739,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
26,0.008888406072704432,0.30141663551330566,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
27,0.0086655593283164,0.30245834589004517,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
28,0.0070227042597252876,0.3035000264644623,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
29,0.0068424706599519896,0.3057917058467865,24,24,50,1000,0.0,12,"(3, 32, 32)",10,0.01,0.99,8,30,10
