iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9728527516126633,0.28150004148483276,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6980770726998646,0.3550000786781311,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6253547668457031,0.38733339309692383,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.4740759829680126,0.41837501525878906,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.412558322151502,0.43687504529953003,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3116420010725658,0.4538334012031555,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.24885410318772,0.46358343958854675,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.17278045664231,0.47437500953674316,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1385602901379268,0.4762917160987854,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0365196615457535,0.4934583902359009,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.0004645337661107,0.49416670203208923,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9396627595027288,0.5018333792686462,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9047316362460455,0.501666784286499,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8380382160345713,0.5110000967979431,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.809148833155632,0.5099999904632568,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7825530717770258,0.5115000605583191,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7433967640002569,0.5154167413711548,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.6963241746028265,0.5167500972747803,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6740879441301028,0.518583357334137,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6550241907437643,0.5191667079925537,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.621416819592317,0.520666778087616,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5935129349430402,0.5224583745002747,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5624025824169318,0.5229166746139526,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5395415524641672,0.5242916941642761,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.513288122912248,0.5249999761581421,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.4988109717766444,0.5254167318344116,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.46526872863372165,0.530291736125946,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.4443616072336833,0.5286667346954346,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.4243680151800315,0.5287083387374878,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4084567663570245,0.5300833582878113,24,4,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
