iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9193533460299175,0.2873333692550659,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.6589989910523097,0.3734166622161865,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.597195525964101,0.3867916762828827,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.439372976620992,0.4307499825954437,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.3843064258495967,0.4346666932106018,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3064024299383163,0.45095834136009216,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2365544488032658,0.46179163455963135,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.1347341214617093,0.4772917628288269,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.0899305070439975,0.4829166829586029,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0338666811585426,0.4872083365917206,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.9890763138731321,0.4933333992958069,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9401114707191786,0.4961666762828827,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.890471468369166,0.49874991178512573,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8585431575775146,0.5035834312438965,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8234201148152351,0.5037917494773865,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.785825272401174,0.5061249732971191,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.738027460873127,0.5106250643730164,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.716321587562561,0.5125833749771118,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.6767435222864151,0.515125036239624,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6385111088554064,0.5145833492279053,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.6230927432576815,0.515666663646698,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.5855569019913673,0.5227916240692139,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5691937593122324,0.518625020980835,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5399024796982607,0.5195417404174805,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.51791184147199,0.5214999914169312,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.4886373703678449,0.5244584679603577,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.47069904084006947,0.5221666693687439,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.44495033472776413,0.5242500305175781,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.4165175159772237,0.5272917151451111,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4041319377720356,0.5264583826065063,24,4,500,1000,0.0,2,"(3, 32, 32)",10,0.03,0.99,30,10
