iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.01047120988369,0.24891671538352966,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.737393096089363,0.3448333740234375,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.7422534475723903,0.3472916781902313,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6283692667881648,0.3685417175292969,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5485083907842636,0.39245837926864624,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.5067525158325832,0.3938750624656677,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.412354697783788,0.4020833671092987,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3845585038264592,0.40929168462753296,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2983758201201756,0.421291708946228,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2750503371159236,0.4161250591278076,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1962008327245712,0.42358335852622986,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.160971887409687,0.4257083535194397,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.1158620044589043,0.4310833811759949,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0792520766456921,0.43125006556510925,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.0342536369959514,0.43141674995422363,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
15,1.0075237428148587,0.4321250319480896,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9637634431322416,0.4374583959579468,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.9066605841120084,0.4436666965484619,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8937487478057543,0.4407500624656677,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8491376116871834,0.4438333511352539,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.8034956405560175,0.4459167718887329,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7704509372512499,0.44741666316986084,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7703713203469912,0.44658327102661133,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.7500361974040667,0.4435417056083679,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.7183497945467631,0.4466250538825989,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6765813914438089,0.44983339309692383,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.657912033299605,0.44729167222976685,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.6317267020543417,0.4495832920074463,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.6046725610891978,0.45325011014938354,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5820335087676843,0.4505833387374878,24,8,500,1000,0.0,0,"(3, 32, 32)",10,0.03,0.99,30,10
