iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.991048534711202,0.2627500295639038,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7385853032271068,0.34908339381217957,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.673043504357338,0.366791695356369,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.5316126346588135,0.4023333489894867,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.4170789817969005,0.4219167232513428,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.3400441308816273,0.4428750276565552,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.2793732732534409,0.45241665840148926,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.1841455449660618,0.4658333659172058,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.1669101938605309,0.4642084240913391,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.0710276241103809,0.4787083864212036,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.018235909442107,0.48120832443237305,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.9455502579609553,0.4930417239665985,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.9055409158269564,0.4962082803249359,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.8813651030262312,0.49766677618026733,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.8413470213611921,0.49912500381469727,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.7921849464376768,0.5071250796318054,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.7533945043881735,0.5106666684150696,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.7246617699662844,0.5117083787918091,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.7015821039676666,0.5081667304039001,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.6757164821028709,0.5092917680740356,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.6391920099655787,0.5143333673477173,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.618421150992314,0.5129166841506958,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.5738736987113953,0.5199166536331177,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.5595101167758306,0.5167083740234375,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.5300171611209711,0.5203334093093872,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.508610513061285,0.5211666822433472,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.48638275762399036,0.5201667547225952,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.48580647508303326,0.5199167132377625,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.4345708265900612,0.5252084136009216,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.4233253598213196,0.5217501521110535,24,4,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
