iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,2.017338737845421,0.2800416946411133,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7441477179527283,0.3395000398159027,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6819262901941936,0.3575833737850189,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6533373792966206,0.36133337020874023,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.6049135128657024,0.3730417490005493,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.5276716748873393,0.3849583864212036,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.4259935071070988,0.39858338236808777,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3653373916943867,0.40675005316734314,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.3533524026473363,0.4020000398159027,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2606467703978221,0.4127916693687439,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1855131834745407,0.42366671562194824,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.132252795000871,0.4272083640098572,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0886469781398773,0.4295833706855774,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0459501321117084,0.4306666851043701,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
14,1.0177681669592857,0.4321667551994324,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9618317311008772,0.43679162859916687,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.9103374928236008,0.44175001978874207,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.887579989929994,0.44166672229766846,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8519720708330473,0.44308337569236755,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.8071642592549324,0.44579166173934937,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7938514376680056,0.4446667432785034,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7521676942706108,0.4449584186077118,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7063960333665212,0.4516666829586029,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.6853523825605711,0.4517083168029785,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6568235817054907,0.44991669058799744,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6299209992090861,0.4501250684261322,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.6043035127222538,0.45270833373069763,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5814942034582297,0.4512500464916229,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5595544551809629,0.4524582624435425,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5326391160488129,0.4515000283718109,24,8,500,1000,0.0,4,"(3, 32, 32)",10,0.03,0.99,30,10
