iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.9466722657283146,0.30408334732055664,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.7426741470893223,0.3436250388622284,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.6992970804373424,0.35570836067199707,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.6075300027926762,0.3812916874885559,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
4,1.5518426994482677,0.3889167010784149,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
5,1.4476650853951771,0.40433332324028015,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
6,1.402487337589264,0.4114999771118164,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
7,1.3091739465792973,0.42670831084251404,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
8,1.2546248535315196,0.4267917573451996,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
9,1.2043525477250416,0.4349583089351654,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
10,1.1781958589951198,0.43545839190483093,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
11,1.0807036633292835,0.44683337211608887,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
12,1.0708470717072487,0.440041720867157,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
13,1.0191117574771245,0.4454583525657654,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.9746206924319267,0.4500833749771118,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.9518265078465143,0.4468749463558197,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.8963036040465037,0.45508334040641785,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.8488222360610962,0.4595000445842743,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.8258080631494522,0.4585833251476288,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.791998195151488,0.4583750367164612,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.7606958697239558,0.4605000615119934,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.7324562023083369,0.46016669273376465,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.7033055673042933,0.45962509512901306,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.663316567738851,0.4647083282470703,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.6487916832168897,0.463375061750412,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.6153078389664491,0.4658749997615814,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.5850894140700499,0.4675000309944153,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.5719783517221609,0.46554169058799744,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.5466965523858865,0.46404170989990234,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.5191334038972855,0.46758338809013367,24,8,500,1000,0.0,3,"(3, 32, 32)",10,0.03,0.99,30,10
