iter,loss_mean,accuracy,data_n_clients,data_n_clusters,data_n_samples,data_n_samples_test,data_sigma,data_seed,model_input_shape,model_n_classes,algo_lrate,algo_lrate_decay,algo_R,algo_R_local
0,1.63779982427756,0.44240790605545044,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
1,1.2505168318748474,0.5344551801681519,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
2,1.1174486180146534,0.5734175443649292,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
3,1.0585933004816372,0.5879408121109009,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
4,0.962956632177035,0.6076722145080566,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
5,0.9015174880623817,0.6224960684776306,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
6,0.8298188745975494,0.6335136890411377,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
7,0.7973135858774185,0.637620210647583,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
8,0.7468079055349032,0.643329381942749,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
9,0.6958464259902636,0.6474360227584839,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
10,0.6591413120428721,0.6501402854919434,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
11,0.6226256949206194,0.6549479365348816,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
12,0.5809554842611154,0.6560497283935547,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
13,0.5581195801496506,0.6593550443649292,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
14,0.52117786804835,0.6632612347602844,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
15,0.49388988440235454,0.6652644872665405,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
16,0.4669541430970033,0.6684696078300476,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
17,0.43525249635179836,0.6689704656600952,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
18,0.4143337483207385,0.6675681471824646,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
19,0.38828709224859875,0.6721755266189575,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
20,0.3691577576100826,0.6735777854919434,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
21,0.34778517733017605,0.6713742613792419,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
22,0.32571194383005303,0.6734775900840759,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
23,0.3110945789764325,0.672476053237915,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
24,0.29488537088036537,0.6760817766189575,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
25,0.27643451529244584,0.6743790507316589,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
26,0.25625422845284146,0.6763821840286255,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
27,0.2430697474628687,0.676682710647583,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
28,0.23127862066030502,0.6776843070983887,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
29,0.2159417582054933,0.6774840354919434,24,1,500,1000,0.0,7,"(3, 32, 32)",10,0.03,0.99,30,10
